Nombre,Apellido,Numero_Documento__c,Email,Telefono,Rol__c,Tipo_Documento__c
Thiago Gabriel,Morales,40532051,thiago.gabriel.morales@hotmail.com,+54 9 2511 9172,Alumno,DNI
Valentina,Ledesma,39003369,valentina.ledesma@outlook.com,+54 9 2808 7111,Alumno,DNI
Juan Pablo,Suarez,32272850,juan.pablo.suarez@outlook.com,+54 9 3278 3178,Alumno,DNI
Olivia,Lopez,38406894,olivia.lopez@outlook.com,+54 9 2919 6333,Alumno,DNI
Juan Manuel,Gonzalez,39718327,juan.manuel.gonzalez@yahoo.com,+54 9 2255 7778,Alumno,DNI
Isabella,Benitez,43736953,isabella.benitez@hotmail.com,+54 9 2667 7027,Alumno,DNI
Emma,Diaz,34443405,emma.diaz@outlook.com,+54 9 2795 0602,Alumno,DNI
Isabella,Acosta,34711560,isabella.acosta@yahoo.com,+54 9 3396 0862,Alumno,DNI
Julian,Acuña,40446070,julian.acuna@outlook.com,+54 9 2233 6706,Alumno,DNI
Mateo Ezequiel,Caceres,45427332,mateo.ezequiel.caceres@hotmail.com,+54 9 3940 9207,Alumno,DNI
Mia Morena,Gonzalez,39308771,mia.morena.gonzalez@outlook.com,+54 9 2179 8775,Alumno,DNI
Sofia,Gimenez,40496612,sofia.gimenez@yahoo.com,+54 9 2374 0267,Alumno,DNI
Tobias,Acosta,40338924,tobias.acosta@gmail.com,+54 9 2279 0887,Alumno,DNI
Tiziano,Torres,35155411,tiziano.torres@hotmail.com,+54 9 3483 9661,Alumno,DNI
Felipe,Gonzalez,36839899,felipe.gonzalez@outlook.com,+54 9 3434 8901,Alumno,DNI
Miguel Angel,Fernandez,43388966,miguel.angel.fernandez@yahoo.com,+54 9 3426 7701,Alumno,DNI
Emanuel,Medina,35409911,emanuel.medina@gmail.com,+54 9 3945 3357,Alumno,DNI
Nicolas,Ramirez,37345680,nicolas.ramirez@yahoo.com,+54 9 2984 6553,Alumno,DNI
Ian,Herrera,39500363,ian.herrera@gmail.com,+54 9 2744 8221,Alumno,DNI
Mia Valentina,Molina,43312078,mia.valentina.molina@hotmail.com,+54 9 2297 0399,Alumno,DNI
Joaquin,Fernandez,43549185,joaquin.fernandez@hotmail.com,+54 9 3718 3602,Alumno,DNI
Micaela,Lopez,32430086,micaela.lopez@yahoo.com,+54 9 2212 7030,Alumno,DNI
Guadalupe,Ruiz,41886872,guadalupe.ruiz@outlook.com,+54 9 3461 7808,Alumno,DNI
Lorenzo,Herrera,33663590,,+54 9 3998 6990,Alumno,DNI
Thiago Joaquin,Gimenez,43483992,thiago.joaquin.gimenez@yahoo.com,+54 9 3834 5945,Alumno,DNI
Thiago Nicolas,Cordoba,42758944,thiago.nicolas.cordoba@gmail.com,+54 9 3444 2890,Alumno,DNI
Joaquin,Flores,33353040,joaquin.flores@gmail.com,+54 9 2845 8115,Alumno,DNI
Maria Victoria,Bravo,34759191,maria.victoria.bravo@hotmail.com,+54 9 2260 1623,Alumno,DNI
Miguel Angel,Valdez,35212815,miguel.angel.valdez@hotmail.com,+54 9 3576 9991,Alumno,DNI
Maria Guadalupe,Peralta,32143636,maria.guadalupe.peralta@gmail.com,+54 9 3813 1631,Alumno,DNI
Maximo,Gonzalez,32449620,maximo.gonzalez@outlook.com,+54 9 3759 1737,Alumno,DNI
Thiago,Ponce,41883892,thiago.ponce@gmail.com,+54 9 2697 8811,Alumno,DNI
Bautista Benjamin,Miranda,37155742,bautista.benjamin.miranda@yahoo.com,+54 9 3946 0891,Alumno,DNI
Benjamin Ezequiel,Ferreyra,45743513,benjamin.ezequiel.ferreyra@gmail.com,+54 9 3157 0890,Alumno,DNI
Augusto,Medina,41597245,augusto.medina@hotmail.com,+54 9 2630 1109,Alumno,DNI
Sofia Belen,Benitez,31295512,sofia.belen.benitez@gmail.com,+54 9 2465 5624,Alumno,DNI
Simon,Coronel,42321650,simon.coronel@hotmail.com,+54 9 2987 5461,Alumno,DNI
Mateo,Pereyra,31326547,mateo.pereyra@yahoo.com,+54 9 3173 2926,Alumno,DNI
Sofia,Morales,38866674,sofia.morales@outlook.com,+54 9 3891 4602,Alumno,DNI
Francesca,Acuña,41109574,francesca.acuna@outlook.com,+54 9 2164 9052,Alumno,DNI
Lautaro Ezequiel,Martinez,44113409,lautaro.ezequiel.martinez@outlook.com,+54 9 2801 8475,Alumno,DNI
Tiziano Benjamin,Garcia,40434897,tiziano.benjamin.garcia@hotmail.com,+54 9 2929 4952,Alumno,DNI
Camila,Lopez,42590810,camila.lopez@hotmail.com,+54 9 2866 9837,Alumno,DNI
Isabella,Rojas,38338168,isabella.rojas@gmail.com,+54 9 3669 1091,Alumno,DNI
Elena,Morales,42810923,elena.morales@outlook.com,+54 9 2276 2771,Alumno,DNI
Lorenzo,Rodriguez,33225144,lorenzo.rodriguez@yahoo.com,+54 9 3313 2806,Alumno,DNI
Francesca,Juarez,33387615,francesca.juarez@gmail.com,+54 9 2100 2133,Alumno,DNI
Kiara,Cardozo,39430035,kiara.cardozo@outlook.com,+54 9 2494 1634,Alumno,DNI
Violeta,Gomez,35449166,violeta.gomez@outlook.com,+54 9 2728 4262,Alumno,DNI
Valentin,Medina,44791193,valentin.medina@gmail.com,+54 9 2274 4510,Alumno,DNI
Felipe,Sosa,41941216,felipe.sosa@hotmail.com,+54 9 3822 9392,Alumno,DNI
Francesca,Alvarez,31352683,francesca.alvarez@outlook.com,+54 9 2291 8928,Alumno,DNI
Nicolas,Suarez,39777873,nicolas.suarez@yahoo.com,+54 9 2804 9821,Alumno,DNI
Felipe,Quiroga,31205804,felipe.quiroga@yahoo.com,+54 9 3135 8421,Alumno,DNI
Bautista Benjamin,Rodriguez,38290265,bautista.benjamin.rodriguez@yahoo.com,+54 9 3894 0104,Alumno,DNI
Benjamin,Rios,43773004,benjamin.rios@hotmail.com,+54 9 3138 8805,Alumno,DNI
Martina,Ruiz,40886471,martina.ruiz@outlook.com,+54 9 2578 9149,Alumno,DNI
Lautaro Benjamin,Benitez,30723545,lautaro.benjamin.benitez@gmail.com,+54 9 3146 3065,Alumno,DNI
Zoe Valentina,Rios,39099433,zoe.valentina.rios@gmail.com,+54 9 2322 5982,Alumno,DNI
Felicitas,Rios,42378567,felicitas.rios@hotmail.com,+54 9 2442 5152,Alumno,DNI
Juan Ignacio,Rodriguez,41171969,juan.ignacio.rodriguez@gmail.com,+54 9 3473 5907,Alumno,DNI
Emanuel,Villalba,40328227,emanuel.villalba@gmail.com,+54 9 3228 7687,Alumno,DNI
Santino,Barrios,30126752,santino.barrios@hotmail.com,+54 9 3148 8939,Alumno,DNI
Augusto,Flores,30926558,augusto.flores@yahoo.com,+54 9 3704 5207,Alumno,DNI
Felipe,Diaz,41297634,felipe.diaz@yahoo.com,+54 9 2874 8240,Alumno,DNI
Lautaro Benjamin,Fernandez,35188238,lautaro.benjamin.fernandez@yahoo.com,+54 9 2450 2897,Alumno,DNI
Agustín,Martinez,41829357,agustin.martinez@outlook.com,+54 9 3467 3084,Alumno,DNI
Victoria,Gomez,39157120,victoria.gomez@outlook.com,+54 9 3310 3142,Alumno,DNI
Mia,Rodriguez,35440459,mia.rodriguez@yahoo.com,+54 9 3104 4901,Alumno,DNI
Sofía,Aguirre,42849061,sofia.aguirre@yahoo.com,+54 9 2393 2267,Alumno,DNI
Thiago Benjamin,Carrizo,37099184,thiago.benjamin.carrizo@gmail.com,+54 9 3301 2233,Alumno,DNI
Agustin,Garcia,32099618,agustin.garcia@yahoo.com,+54 9 3791 4083,Alumno,DNI
Felipe,Ojeda,45076126,felipe.ojeda@hotmail.com,+54 9 2214 5024,Alumno,DNI
Olivia,Soto,40371152,olivia.soto@outlook.com,+54 9 2701 8989,Alumno,DNI
Maria Emilia,Valdez,31868622,maria.emilia.valdez@gmail.com,+54 9 2483 6060,Alumno,DNI
Isabella,Sanchez,39924190,isabella.sanchez@hotmail.com,+54 9 2622 1510,Alumno,DNI
Bautista,Dominguez,42419781,bautista.dominguez@gmail.com,+54 9 2354 1372,Alumno,DNI
Agustina,Ojeda,43068884,agustina.ojeda@outlook.com,+54 9 2566 6034,Alumno,DNI
Lautaro,Gonzalez,39822223,lautaro.gonzalez@outlook.com,+54 9 3142 2701,Alumno,DNI
Tiziana,Perez,37024637,tiziana.perez@hotmail.com,+54 9 3992 6102,Alumno,DNI
Juan Martin,Figueroa,45055136,juan.martin.figueroa@yahoo.com,+54 9 3194 0163,Alumno,DNI
Santiago,Diaz,42928321,santiago.diaz@gmail.com,+54 9 2215 6625,Alumno,DNI
Francesco,Gomez,31730247,francesco.gomez@outlook.com,+54 9 2840 7754,Alumno,DNI
Bautista,Flores,35674650,bautista.flores@yahoo.com,+54 9 2903 9861,Alumno,DNI
Nina,Perez,37949128,nina.perez@hotmail.com,+54 9 2327 0565,Alumno,DNI
Benjamin,Avila,34801591,benjamin.avila@yahoo.com,+54 9 2399 3699,Alumno,DNI
Lucía,Olivera,43416352,lucia.olivera@outlook.com,+54 9 2167 4983,Alumno,DNI
Tomàs,Molina,41763206,tomas.molina@outlook.com,+54 9 2458 3458,Alumno,DNI
Benicio,Roldan,36326296,benicio.roldan@hotmail.com,+54 9 2232 7266,Alumno,DNI
Santiago Benjamin,Lopez,32808702,santiago.benjamin.lopez@gmail.com,+54 9 3826 4907,Alumno,DNI
Augusto,Fernandez,30413264,augusto.fernandez@yahoo.com,+54 9 3927 1284,Alumno,DNI
Martín,Alvarez,42124538,martin.alvarez@outlook.com,+54 9 2507 2867,Alumno,DNI
Thiago Gabriel,Flores,33493292,thiago.gabriel.flores@hotmail.com,+54 9 2200 6549,Alumno,DNI
Sofia,Gutierrez,44594931,sofia.gutierrez@yahoo.com,+54 9 3472 4097,Alumno,DNI
Martina,Molina,31366271,martina.molina@gmail.com,+54 9 2319 5813,Alumno,DNI
Juan Cruz,Fernandez,40665974,juan.cruz.fernandez@hotmail.com,+54 9 3983 4184,Alumno,DNI
Valentino,Ponce,37268989,valentino.ponce@outlook.com,+54 9 2771 2686,Alumno,DNI
Jazmin,Coronel,33630695,jazmin.coronel@gmail.com,+54 9 3947 7879,Alumno,DNI
Matias,Ponce,33556417,,+54 9 3311 8454,Alumno,DNI
Amparo,Roldan,32578687,,+54 9 3465 8880,Alumno,DNI
Juan Ignacio,Cruz,40993683,juan.ignacio.cruz@gmail.com,+54 9 3683 6890,Alumno,DNI
Felipe,Paez,45842940,felipe.paez@gmail.com,+54 9 3135 6997,Alumno,DNI
Francesca,Garcia,41950086,francesca.garcia@hotmail.com,+54 9 3782 6468,Alumno,DNI
Pilar,Rodriguez,36794996,pilar.rodriguez@outlook.com,+54 9 3494 9969,Alumno,DNI
Nicolas,Ayala,39579403,nicolas.ayala@yahoo.com,+54 9 3989 1667,Alumno,DNI
Agostina,Martin,45819512,agostina.martin@yahoo.com,+54 9 2973 7775,Alumno,DNI
Santiago,Diaz,33429749,santiago.diaz@hotmail.com,+54 9 2566 2085,Alumno,DNI
Geronimo,Ramirez,33035804,,+54 9 2997 5339,Alumno,DNI
Santiago,Vera,45170259,santiago.vera@hotmail.com,+54 9 2663 6938,Alumno,DNI
Thiago Benjamin,Gonzalez,36031653,thiago.benjamin.gonzalez@gmail.com,+54 9 2821 1399,Alumno,DNI
Valentino,Suarez,41065435,valentino.suarez@gmail.com,+54 9 3761 5014,Alumno,DNI
Maite,Villalba,35627041,maite.villalba@outlook.com,+54 9 3960 6282,Alumno,DNI
Alejo,Lopez,33753511,alejo.lopez@hotmail.com,+54 9 2129 9549,Alumno,DNI
Emilia,Rodriguez,36878477,emilia.rodriguez@outlook.com,+54 9 2658 0367,Alumno,DNI
Emma,Lopez,45968790,emma.lopez@outlook.com,+54 9 2848 2153,Alumno,DNI
Isabella,Fernandez,31188805,isabella.fernandez@hotmail.com,+54 9 3212 7662,Alumno,DNI
Juan Manuel,Luna,33247205,juan.manuel.luna@yahoo.com,+54 9 2908 3475,Alumno,DNI
Valentina ,Suarez,30763137,valentina..suarez@gmail.com,+54 9 3834 3966,Alumno,DNI
Alvaro,Guzman,41077276,alvaro.guzman@outlook.com,+54 9 2232 0812,Alumno,DNI
Alma,Acosta,45303367,alma.acosta@yahoo.com,+54 9 3979 6634,Alumno,DNI
Joaquin,Romero,30089193,joaquin.romero@gmail.com,+54 9 3788 7975,Alumno,DNI
Lucía,Gonzalez,30445334,lucia.gonzalez@hotmail.com,+54 9 3641 4214,Alumno,DNI
Ignacio,Moyano,36659139,ignacio.moyano@hotmail.com,+54 9 3378 9602,Alumno,DNI
Guadalupe,Ojeda,32698751,guadalupe.ojeda@gmail.com,+54 9 2824 8204,Alumno,DNI
Dylan Ezequiel,Rodriguez,41998415,dylan.ezequiel.rodriguez@outlook.com,+54 9 2713 2323,Alumno,DNI
Benjamin,Luna,45383156,benjamin.luna@yahoo.com,+54 9 2521 9219,Alumno,DNI
Guadalupe,Sosa,44713988,guadalupe.sosa@outlook.com,+54 9 3273 2380,Alumno,DNI
Catalina,Rios,36349870,catalina.rios@hotmail.com,+54 9 3441 0122,Alumno,DNI
Tiziano Benjamin,Gomez,31230787,tiziano.benjamin.gomez@gmail.com,+54 9 2799 4843,Alumno,DNI
Bruno,Gomez,42242735,bruno.gomez@outlook.com,+54 9 2623 2722,Alumno,DNI
Benicio,Martinez,45385368,benicio.martinez@gmail.com,+54 9 2572 2586,Alumno,DNI
Thiago Leonel,Gonzalez,44807676,thiago.leonel.gonzalez@outlook.com,+54 9 3846 5462,Alumno,DNI
Ian Benjamin,Moyano,31263287,ian.benjamin.moyano@outlook.com,+54 9 2936 9912,Alumno,DNI
Bianca,Gonzalez,34864189,bianca.gonzalez@outlook.com,+54 9 3785 8770,Alumno,DNI
Thiago Leonel,Gomez,34077479,thiago.leonel.gomez@outlook.com,+54 9 2178 4032,Alumno,DNI
Emma,Perez,39164387,emma.perez@gmail.com,+54 9 3391 7027,Alumno,DNI
Valentina ,Gomez,33267106,valentina..gomez@gmail.com,+54 9 2537 5989,Alumno,DNI
Sofia,Flores,44242303,sofia.flores@hotmail.com,+54 9 2831 8762,Alumno,DNI
Juan Ignacio,Gomez,31692100,juan.ignacio.gomez@hotmail.com,+54 9 2455 6657,Alumno,DNI
Agustina,Torres,42132790,agustina.torres@gmail.com,+54 9 2124 3093,Alumno,DNI
Lorenzo,Gonzalez,39842417,lorenzo.gonzalez@hotmail.com,+54 9 2891 3674,Alumno,DNI
Juan Bautista,Gomez,44120543,juan.bautista.gomez@outlook.com,+54 9 2752 4496,Alumno,DNI
Joaquín,Sosa,31379248,joaquin.sosa@outlook.com,+54 9 2975 2269,Alumno,DNI
Bautista,Velazquez,33885760,bautista.velazquez@outlook.com,+54 9 3632 0670,Alumno,DNI
Bautista,Romero,33338311,bautista.romero@gmail.com,+54 9 2879 1991,Alumno,DNI
Mia,Gomez,45633220,mia.gomez@hotmail.com,+54 9 3867 4637,Alumno,DNI
Federico,Gomez,41003214,federico.gomez@hotmail.com,+54 9 3475 5648,Alumno,DNI
Valentino,Cardozo,40348880,valentino.cardozo@yahoo.com,+54 9 3586 9893,Alumno,DNI
Isabella,Perez,31438321,isabella.perez@yahoo.com,+54 9 2939 5443,Alumno,DNI
Franco,Sanchez,31185224,franco.sanchez@yahoo.com,+54 9 2993 6412,Alumno,DNI
Juliana,Ramos,31134185,juliana.ramos@hotmail.com,+54 9 2907 3471,Alumno,DNI
Maite,Farias,38542906,maite.farias@yahoo.com,+54 9 2945 8137,Alumno,DNI
Olivia,Flores,35740137,olivia.flores@gmail.com,+54 9 2768 7292,Alumno,DNI
Lautaro,Luna,38832034,lautaro.luna@outlook.com,+54 9 2513 4886,Alumno,DNI
Mia Jazmin,Sosa,45256650,mia.jazmin.sosa@yahoo.com,+54 9 2604 7877,Alumno,DNI
Santiago,Peralta,36313373,santiago.peralta@yahoo.com,+54 9 2543 8160,Alumno,DNI
Juan Cruz,Ruiz,45850941,juan.cruz.ruiz@outlook.com,+54 9 3668 2851,Alumno,DNI
Morena,Luna,44775708,morena.luna@yahoo.com,+54 9 2846 0677,Alumno,DNI
Thiago Valentin,Flores,32085812,thiago.valentin.flores@gmail.com,+54 9 3325 6099,Alumno,DNI
Jazmin,Roldan,37935165,jazmin.roldan@outlook.com,+54 9 2493 1713,Alumno,DNI
Emilia,Rios,36744678,emilia.rios@gmail.com,+54 9 2362 2911,Alumno,DNI
Martina,Garcia,40069107,martina.garcia@gmail.com,+54 9 2881 9157,Alumno,DNI
Ciro,Nuñez,40214433,ciro.nunez@hotmail.com,+54 9 2659 3467,Alumno,DNI
Bruno,Herrera,32259990,bruno.herrera@gmail.com,+54 9 2334 4971,Alumno,DNI
Ciro,Bustos,30437958,ciro.bustos@gmail.com,+54 9 3627 0325,Alumno,DNI
Lautaro Benjamin,Castro,31921360,lautaro.benjamin.castro@gmail.com,+54 9 2692 1416,Alumno,DNI
Abril,Sosa,39268069,abril.sosa@gmail.com,+54 9 3331 4281,Alumno,DNI
Maria Victoria,Ruiz,38689454,maria.victoria.ruiz@gmail.com,+54 9 2207 6028,Alumno,DNI
Dante,Vargas,34845546,dante.vargas@hotmail.com,+54 9 2629 6000,Alumno,DNI
Clara,Alvarez,43023911,clara.alvarez@yahoo.com,+54 9 2816 0515,Alumno,DNI
Jazmin,Sosa,36907787,jazmin.sosa@outlook.com,+54 9 2775 9254,Alumno,DNI
Olivia,Rodriguez,30566758,olivia.rodriguez@gmail.com,+54 9 3464 1700,Alumno,DNI
Valentin,Perez,37261587,valentin.perez@outlook.com,+54 9 2898 6859,Alumno,DNI
Thiago Benjamin,Sanchez,39041016,thiago.benjamin.sanchez@gmail.com,+54 9 2385 8705,Alumno,DNI
Delfina,Acosta,32169352,delfina.acosta@outlook.com,+54 9 2578 7523,Alumno,DNI
Dylan Benjamin,Medina,33922912,dylan.benjamin.medina@outlook.com,+54 9 2180 5550,Alumno,DNI
Mateo,Ramirez,31594777,mateo.ramirez@outlook.com,+54 9 3476 1002,Alumno,DNI
Lautaro,Soto,42266843,lautaro.soto@gmail.com,+54 9 3164 7741,Alumno,DNI
Francesca,Barrios,45826183,francesca.barrios@outlook.com,+54 9 2740 0345,Alumno,DNI
Lorenzo,Martin,37454570,lorenzo.martin@yahoo.com,+54 9 3629 4107,Alumno,DNI
Francesca,Sosa,41129177,,+54 9 3263 6818,Alumno,DNI
Alma,Rodriguez,32099297,alma.rodriguez@yahoo.com,+54 9 2746 8806,Alumno,DNI
Catalina,Diaz,31599603,catalina.diaz@hotmail.com,+54 9 2408 8941,Alumno,DNI
Alma,Perez,33699765,alma.perez@hotmail.com,+54 9 3664 5122,Alumno,DNI
Bianca,Silva,35579453,bianca.silva@outlook.com,+54 9 2534 1155,Alumno,DNI
Ignacio,Gonzalez,34070539,ignacio.gonzalez@gmail.com,+54 9 2368 8357,Alumno,DNI
Tiziana,Gonzalez,37054065,,+54 9 2494 4893,Alumno,DNI
Ciro,Rodriguez,34631318,ciro.rodriguez@yahoo.com,+54 9 2847 7119,Alumno,DNI
Delfina,Diaz,45181550,delfina.diaz@outlook.com,+54 9 3913 7400,Alumno,DNI
Pedro,Lucero,40818237,pedro.lucero@yahoo.com,+54 9 3557 7108,Alumno,DNI
Juana,Soto,45426738,juana.soto@gmail.com,+54 9 3811 4474,Alumno,DNI
Santino,Gonzalez,35543489,santino.gonzalez@gmail.com,+54 9 2703 1064,Alumno,DNI
Samuel,Silva,40776019,samuel.silva@outlook.com,+54 9 3546 2542,Alumno,DNI
Santino,Villalba,43771658,santino.villalba@outlook.com,+54 9 3603 7640,Alumno,DNI
Thiago Benjamin,Romero,34715773,thiago.benjamin.romero@outlook.com,+54 9 3605 8576,Alumno,DNI
Julian,Perez,43695456,julian.perez@outlook.com,+54 9 3364 0937,Alumno,DNI
Maria Victoria,Diaz,32151241,maria.victoria.diaz@outlook.com,+54 9 2530 2803,Alumno,DNI
Valentina ,Fernandez,33130984,valentina..fernandez@yahoo.com,+54 9 2451 6282,Alumno,DNI
Jeronimo,Arias,42280040,jeronimo.arias@hotmail.com,+54 9 3493 4405,Alumno,DNI
Lautaro,Franco,35325959,lautaro.franco@gmail.com,+54 9 3794 0608,Alumno,DNI
Francesca,Quiroga,39402003,francesca.quiroga@yahoo.com,+54 9 2402 0580,Alumno,DNI
Morena Jazmin,Rivero,37083223,morena.jazmin.rivero@hotmail.com,+54 9 2396 0275,Alumno,DNI
Sofia,Benitez,44780393,sofia.benitez@gmail.com,+54 9 2247 9330,Alumno,DNI
Jazmin,Figueroa,33506985,,+54 9 3622 1648,Alumno,DNI
Valentina,Rivero,42576713,valentina.rivero@yahoo.com,+54 9 2165 8078,Alumno,DNI
Ambar,Benitez,39856178,ambar.benitez@hotmail.com,+54 9 2801 5416,Alumno,DNI
Candelaria,Vazquez,43010564,candelaria.vazquez@hotmail.com,+54 9 2233 0908,Alumno,DNI
Thiago Daniel,Gonzalez,30339434,thiago.daniel.gonzalez@yahoo.com,+54 9 2217 6392,Alumno,DNI
Josefina,Castillo,40133866,josefina.castillo@outlook.com,+54 9 3540 3797,Alumno,DNI
Matias,Mendoza,42799422,matias.mendoza@gmail.com,+54 9 2795 0884,Alumno,DNI
Tomas Benjamin,Martinez,38162732,tomas.benjamin.martinez@gmail.com,+54 9 2415 9046,Alumno,DNI
Facundo,Lopez,39216162,facundo.lopez@outlook.com,+54 9 3678 2102,Alumno,DNI
Thiago Ezequiel,Herrera,30365765,thiago.ezequiel.herrera@yahoo.com,+54 9 3949 9501,Alumno,DNI
Kiara,Fernandez,37550168,kiara.fernandez@yahoo.com,+54 9 2356 7343,Alumno,DNI
Dante,Lopez,39691054,dante.lopez@hotmail.com,+54 9 3829 3464,Alumno,DNI
Milagros,Arias,34529542,milagros.arias@gmail.com,+54 9 3313 3516,Alumno,DNI
Lautaro,Valdez,34255143,lautaro.valdez@hotmail.com,+54 9 2758 1224,Alumno,DNI
Lorenzo,Fernandez,39001607,lorenzo.fernandez@hotmail.com,+54 9 3350 2779,Alumno,DNI
Ignacio,Ruiz,37849139,ignacio.ruiz@gmail.com,+54 9 3588 9837,Alumno,DNI
Ian Ezequiel,Carrizo,42677307,ian.ezequiel.carrizo@gmail.com,+54 9 2218 5047,Alumno,DNI
Candelaria,Benitez,36514168,candelaria.benitez@gmail.com,+54 9 2535 7985,Alumno,DNI
Juan Sebastian,Romero,33444595,juan.sebastian.romero@gmail.com,+54 9 2582 0532,Alumno,DNI
Bruno,Pereyra,37253616,bruno.pereyra@gmail.com,+54 9 3157 6195,Alumno,DNI
Alma Valentina,Molina,30782743,alma.valentina.molina@outlook.com,+54 9 2479 6504,Alumno,DNI
Julieta,Figueroa,38724522,julieta.figueroa@outlook.com,+54 9 3893 0912,Alumno,DNI
Juana,Gomez,33857648,juana.gomez@yahoo.com,+54 9 3375 2886,Alumno,DNI
Victoria,Bustos,35471829,victoria.bustos@yahoo.com,+54 9 3491 4998,Alumno,DNI
Benjamin,Herrera,40051444,benjamin.herrera@yahoo.com,+54 9 3584 5295,Alumno,DNI
Emma,Vazquez,44912505,emma.vazquez@outlook.com,+54 9 2537 3053,Alumno,DNI
Delfina,Aguirre,32864447,delfina.aguirre@yahoo.com,+54 9 2228 1078,Alumno,DNI
Bautista,Torres,43991901,bautista.torres@yahoo.com,+54 9 3821 7001,Alumno,DNI
Benjamin,Sosa,33696189,benjamin.sosa@yahoo.com,+54 9 3981 2286,Alumno,DNI
Alfonsina,Medina,41848705,alfonsina.medina@outlook.com,+54 9 3389 8678,Alumno,DNI
Juan Manuel,Castro,38114009,juan.manuel.castro@yahoo.com,+54 9 3346 6462,Alumno,DNI
Francesca,Martinez,33488611,francesca.martinez@yahoo.com,+54 9 2945 3631,Alumno,DNI
Catalina,Rodriguez,36286352,catalina.rodriguez@gmail.com,+54 9 3577 2423,Alumno,DNI
Francisco,Gonzalez,39264124,francisco.gonzalez@outlook.com,+54 9 2204 3954,Alumno,DNI
Santiago,Godoy,35965210,santiago.godoy@outlook.com,+54 9 2885 4543,Alumno,DNI
Maria Paz,Gutierrez,45298142,maria.paz.gutierrez@hotmail.com,+54 9 2616 1530,Alumno,DNI
Santino,Lopez,34265698,santino.lopez@hotmail.com,+54 9 2408 8377,Alumno,DNI
Rafael,Flores,40579606,rafael.flores@outlook.com,+54 9 2952 1963,Alumno,DNI
Emma,Valdez,43978117,emma.valdez@yahoo.com,+54 9 2552 3105,Alumno,DNI
Mia Jazmin,Castillo,32556008,mia.jazmin.castillo@gmail.com,+54 9 2104 5495,Alumno,DNI
Victoria,Fernandez,37326359,victoria.fernandez@outlook.com,+54 9 2172 0879,Alumno,DNI
Juan Martin,Rivero,43362081,juan.martin.rivero@outlook.com,+54 9 3784 9092,Alumno,DNI
León,Blanco,42221418,leon.blanco@outlook.com,+54 9 2934 2600,Alumno,DNI
Emma,Rodriguez,30974929,emma.rodriguez@yahoo.com,+54 9 3424 9857,Alumno,DNI
Morena,Luna,37347578,morena.luna@yahoo.com,+54 9 3147 0669,Alumno,DNI
Fausto,Gutierrez,40649002,fausto.gutierrez@outlook.com,+54 9 3283 3666,Alumno,DNI
Lorenzo,Blanco,33115581,lorenzo.blanco@gmail.com,+54 9 2904 2649,Alumno,DNI
Uma ,Martin,39405037,uma..martin@outlook.com,+54 9 2922 7871,Alumno,DNI
Catalina,Sanchez,41347543,catalina.sanchez@gmail.com,+54 9 3339 1715,Alumno,DNI
Malena,Rios,37831209,malena.rios@yahoo.com,+54 9 2647 5314,Alumno,DNI
Martina,Martinez,37179608,martina.martinez@outlook.com,+54 9 2879 0441,Alumno,DNI
Felipe,Gonzalez,31399534,felipe.gonzalez@gmail.com,+54 9 2755 8309,Alumno,DNI
Delfina,Acosta,45090532,delfina.acosta@yahoo.com,+54 9 3972 0578,Alumno,DNI
Joaquin,Ledesma,33221169,joaquin.ledesma@gmail.com,+54 9 2581 8360,Alumno,DNI
Ian Ezequiel,Paez,35810239,ian.ezequiel.paez@outlook.com,+54 9 2765 0639,Alumno,DNI
Bruno,Gomez,37223015,bruno.gomez@hotmail.com,+54 9 3921 3077,Alumno,DNI
Mateo Agustin,Cabrera,33049597,mateo.agustin.cabrera@hotmail.com,+54 9 3958 3082,Alumno,DNI
Luz Milagros,Soria,37329041,luz.milagros.soria@yahoo.com,+54 9 3373 6824,Alumno,DNI
Lautaro,Alvarez,40727710,lautaro.alvarez@hotmail.com,+54 9 2797 4272,Alumno,DNI
Micaela,Sanchez,38048801,micaela.sanchez@gmail.com,+54 9 2165 0656,Alumno,DNI
Felipe,Fernandez,44210932,felipe.fernandez@outlook.com,+54 9 2561 4109,Alumno,DNI
Isabel,Rodriguez,39695989,isabel.rodriguez@gmail.com,+54 9 3625 1347,Alumno,DNI
Valentin,Diaz,41147686,valentin.diaz@hotmail.com,+54 9 3886 3342,Alumno,DNI
Matilda,Nuñez,34209869,matilda.nunez@yahoo.com,+54 9 2750 1204,Alumno,DNI
Ana Paula,Cardozo,38485886,ana.paula.cardozo@hotmail.com,+54 9 3537 9742,Alumno,DNI
Santino,Bustos,34363040,santino.bustos@hotmail.com,+54 9 2979 3338,Alumno,DNI
Mia Morena,Ramos,35282987,mia.morena.ramos@yahoo.com,+54 9 2255 6382,Alumno,DNI
Milagros,Perez,36935055,milagros.perez@yahoo.com,+54 9 3695 5944,Alumno,DNI
Valentina,Vega,42509169,valentina.vega@outlook.com,+54 9 2541 0855,Alumno,DNI
Gino,Rios,43802935,gino.rios@outlook.com,+54 9 2666 2954,Alumno,DNI
Juan Ignacio,Torres,38726954,juan.ignacio.torres@gmail.com,+54 9 3460 5839,Alumno,DNI
Valentina,Perez,41330737,valentina.perez@outlook.com,+54 9 3253 7935,Alumno,DNI
Nahiara,Luna,42024629,nahiara.luna@yahoo.com,+54 9 2751 6979,Alumno,DNI
