Numero_Documento__c,Codigo_Materia,ID_Importacion,Anio_Lectivo
47579509,UX-100,47579509_UX-100_2025-1,2025-1
40014561,DAT-101,40014561_DAT-101_2025-1,2025-1
32034364,DEV-101,32034364_DEV-101_2025-1,2025-1
44343339,DAT-305,44343339_DAT-305_2025-1,2025-1
37639684,NEG-400,37639684_NEG-400_2025-1,2025-1
45198757,UX-100,45198757_UX-100_2025-1,2025-1
30294943,DAT-305,30294943_DAT-305_2025-1,2025-1
34318077,DAT-101,34318077_DAT-101_2025-1,2025-1
44242960,DAT-201,44242960_DAT-201_2025-1,2025-1
34341037,IA-300,34341037_IA-300_2025-1,2025-1
37057932,UX-100,37057932_UX-100_2025-1,2025-1
33479160,DAT-101,33479160_DAT-101_2025-1,2025-1
44811354,NEG-400,44811354_NEG-400_2025-1,2025-1
38991597,IA-400,38991597_IA-400_2025-1,2025-1
46411752,IA-300,46411752_IA-300_2025-1,2025-1
38714246,DAT-201,38714246_DAT-201_2025-1,2025-1
33381581,IA-300,33381581_IA-300_2025-1,2025-1
39752062,UX-100,39752062_UX-100_2025-1,2025-1
47633067,IA-400,47633067_IA-400_2025-1,2025-1
31909036,DEV-101,31909036_DEV-101_2025-1,2025-1
30268860,IA-300,30268860_IA-300_2025-1,2025-1
43059176,UX-100,43059176_UX-100_2025-1,2025-1
41559534,DEV-101,41559534_DEV-101_2025-1,2025-1
34627342,MKT-200,34627342_MKT-200_2025-1,2025-1
43652049,DAT-201,43652049_DAT-201_2025-1,2025-1
31576981,NEG-400,31576981_NEG-400_2025-1,2025-1
34290854,IA-300,34290854_IA-300_2025-1,2025-1
30173121,MKT-200,30173121_MKT-200_2025-1,2025-1
33717161,DAT-305,33717161_DAT-305_2025-1,2025-1
36003291,IA-300,36003291_IA-300_2025-1,2025-1
35834047,DEV-101,35834047_DEV-101_2025-1,2025-1
45759579,DEV-101,45759579_DEV-101_2025-1,2025-1
36314879,DEV-101,36314879_DEV-101_2025-1,2025-1
33520372,IA-400,33520372_IA-400_2025-1,2025-1
41051244,IA-300,41051244_IA-300_2025-1,2025-1
33816707,DAT-201,33816707_DAT-201_2025-1,2025-1
44717216,DEV-101,44717216_DEV-101_2025-1,2025-1
38625723,UX-100,38625723_UX-100_2025-1,2025-1
37840610,DEV-101,37840610_DEV-101_2025-1,2025-1
31185628,IA-300,31185628_IA-300_2025-1,2025-1
44904960,DAT-201,44904960_DAT-201_2025-1,2025-1
33800391,DAT-201,33800391_DAT-201_2025-1,2025-1
46026190,MKT-200,46026190_MKT-200_2025-1,2025-1
43558573,UX-100,43558573_UX-100_2025-1,2025-1
36780964,GEN-101,36780964_GEN-101_2025-1,2025-1
35129843,NEG-400,35129843_NEG-400_2025-1,2025-1
44454123,GEN-101,44454123_GEN-101_2025-1,2025-1
45763623,DAT-201,45763623_DAT-201_2025-1,2025-1
33084765,DEV-101,33084765_DEV-101_2025-1,2025-1
36003291,DAT-305,36003291_DAT-305_2025-1,2025-1
31318273,DAT-305,31318273_DAT-305_2025-1,2025-1
37733861,NEG-400,37733861_NEG-400_2025-1,2025-1
37829833,UX-100,37829833_UX-100_2025-1,2025-1
36200569,DAT-101,36200569_DAT-101_2025-1,2025-1
39737785,GEN-101,39737785_GEN-101_2025-1,2025-1
40531804,DAT-305,40531804_DAT-305_2025-1,2025-1
30820105,GEN-101,30820105_GEN-101_2025-1,2025-1
30074046,IA-400,30074046_IA-400_2025-1,2025-1
37584867,DAT-305,37584867_DAT-305_2025-1,2025-1
46669980,UX-100,46669980_UX-100_2025-1,2025-1
44224033,IA-400,44224033_IA-400_2025-1,2025-1
36092237,NEG-400,36092237_NEG-400_2025-1,2025-1
35450908,IA-400,35450908_IA-400_2025-1,2025-1
34743406,DAT-305,34743406_DAT-305_2025-1,2025-1
37280564,NEG-400,37280564_NEG-400_2025-1,2025-1
47182282,UX-100,47182282_UX-100_2025-1,2025-1
39647120,DAT-201,39647120_DAT-201_2025-1,2025-1
43624314,IA-300,43624314_IA-300_2025-1,2025-1
47983613,GEN-101,47983613_GEN-101_2025-1,2025-1
39407484,GEN-101,39407484_GEN-101_2025-1,2025-1
44724307,DAT-305,44724307_DAT-305_2025-1,2025-1
46894068,DAT-101,46894068_DAT-101_2025-1,2025-1
35643961,NEG-400,35643961_NEG-400_2025-1,2025-1
38030283,DAT-101,38030283_DAT-101_2025-1,2025-1
40948220,DAT-101,40948220_DAT-101_2025-1,2025-1
39752062,MKT-200,39752062_MKT-200_2025-1,2025-1
34089245,DAT-305,34089245_DAT-305_2025-1,2025-1
31685297,IA-400,31685297_IA-400_2025-1,2025-1
35643961,DEV-101,35643961_DEV-101_2025-1,2025-1
47399378,DAT-201,47399378_DAT-201_2025-1,2025-1
46775879,IA-300,46775879_IA-300_2025-1,2025-1
38181190,DEV-101,38181190_DEV-101_2025-1,2025-1
45459710,DEV-101,45459710_DEV-101_2025-1,2025-1
32976983,GEN-101,32976983_GEN-101_2025-1,2025-1
43276053,IA-300,43276053_IA-300_2025-1,2025-1
45153061,IA-400,45153061_IA-400_2025-1,2025-1
32498967,UX-100,32498967_UX-100_2025-1,2025-1
33649881,DAT-201,33649881_DAT-201_2025-1,2025-1
39835913,DAT-201,39835913_DAT-201_2025-1,2025-1
31961540,IA-300,31961540_IA-300_2025-1,2025-1
45024595,IA-400,45024595_IA-400_2025-1,2025-1
41815317,NEG-400,41815317_NEG-400_2025-1,2025-1
35115152,DAT-201,35115152_DAT-201_2025-1,2025-1
35476879,GEN-101,35476879_GEN-101_2025-1,2025-1
30377321,DAT-101,30377321_DAT-101_2025-1,2025-1
37148568,IA-300,37148568_IA-300_2025-1,2025-1
46183284,DAT-201,46183284_DAT-201_2025-1,2025-1
43889224,GEN-101,43889224_GEN-101_2025-1,2025-1
39647120,DEV-101,39647120_DEV-101_2025-1,2025-1
31662806,GEN-101,31662806_GEN-101_2025-1,2025-1
46345360,GEN-101,46345360_GEN-101_2025-1,2025-1
31594339,UX-100,31594339_UX-100_2025-1,2025-1
36040952,IA-300,36040952_IA-300_2025-1,2025-1
43098716,NEG-400,43098716_NEG-400_2025-1,2025-1
45259638,MKT-200,45259638_MKT-200_2025-1,2025-1
35069582,MKT-200,35069582_MKT-200_2025-1,2025-1
32817735,UX-100,32817735_UX-100_2025-1,2025-1
33895965,NEG-400,33895965_NEG-400_2025-1,2025-1
31898350,DEV-101,31898350_DEV-101_2025-1,2025-1
43744263,DAT-101,43744263_DAT-101_2025-1,2025-1
45763623,UX-100,45763623_UX-100_2025-1,2025-1
40253163,MKT-200,40253163_MKT-200_2025-1,2025-1
33247551,IA-300,33247551_IA-300_2025-1,2025-1
36040952,DAT-101,36040952_DAT-101_2025-1,2025-1
46271176,IA-400,46271176_IA-400_2025-1,2025-1
33088513,DAT-201,33088513_DAT-201_2025-1,2025-1
30205757,NEG-400,30205757_NEG-400_2025-1,2025-1
33742338,IA-400,33742338_IA-400_2025-1,2025-1
30163309,DAT-305,30163309_DAT-305_2025-1,2025-1
44858776,IA-300,44858776_IA-300_2025-1,2025-1
35608376,DEV-101,35608376_DEV-101_2025-1,2025-1
39996815,GEN-101,39996815_GEN-101_2025-1,2025-1
32604998,DEV-101,32604998_DEV-101_2025-1,2025-1
47607767,UX-100,47607767_UX-100_2025-1,2025-1
41204894,MKT-200,41204894_MKT-200_2025-1,2025-1
44049715,DAT-201,44049715_DAT-201_2025-1,2025-1
41890956,DAT-305,41890956_DAT-305_2025-1,2025-1
39255922,NEG-400,39255922_NEG-400_2025-1,2025-1
47607767,DAT-201,47607767_DAT-201_2025-1,2025-1
47911334,DEV-101,47911334_DEV-101_2025-1,2025-1
46599245,NEG-400,46599245_NEG-400_2025-1,2025-1
45496689,GEN-101,45496689_GEN-101_2025-1,2025-1
47983613,DAT-101,47983613_DAT-101_2025-1,2025-1
33614240,DEV-101,33614240_DEV-101_2025-1,2025-1
37121626,NEG-400,37121626_NEG-400_2025-1,2025-1
46541120,NEG-400,46541120_NEG-400_2025-1,2025-1
41132630,GEN-101,41132630_GEN-101_2025-1,2025-1
41627786,IA-300,41627786_IA-300_2025-1,2025-1
45544606,DAT-305,45544606_DAT-305_2025-1,2025-1
40846299,MKT-200,40846299_MKT-200_2025-1,2025-1
44491570,DAT-101,44491570_DAT-101_2025-1,2025-1
38405437,MKT-200,38405437_MKT-200_2025-1,2025-1
32183463,IA-300,32183463_IA-300_2025-1,2025-1
45619097,DAT-201,45619097_DAT-201_2025-1,2025-1
35267675,GEN-101,35267675_GEN-101_2025-1,2025-1
43249808,GEN-101,43249808_GEN-101_2025-1,2025-1
44059178,IA-400,44059178_IA-400_2025-1,2025-1
31177427,MKT-200,31177427_MKT-200_2025-1,2025-1
30416964,DAT-101,30416964_DAT-101_2025-1,2025-1
40681899,DAT-305,40681899_DAT-305_2025-1,2025-1
38171209,DAT-201,38171209_DAT-201_2025-1,2025-1
38315775,NEG-400,38315775_NEG-400_2025-1,2025-1
40330349,GEN-101,40330349_GEN-101_2025-1,2025-1
45090752,GEN-101,45090752_GEN-101_2025-1,2025-1
43831919,DAT-101,43831919_DAT-101_2025-1,2025-1
44115122,DEV-101,44115122_DEV-101_2025-1,2025-1
38292751,DAT-201,38292751_DAT-201_2025-1,2025-1
46894068,MKT-200,46894068_MKT-200_2025-1,2025-1
37024576,DEV-101,37024576_DEV-101_2025-1,2025-1
47103537,DAT-305,47103537_DAT-305_2025-1,2025-1
32349636,DAT-201,32349636_DAT-201_2025-1,2025-1
30227674,NEG-400,30227674_NEG-400_2025-1,2025-1
45890411,UX-100,45890411_UX-100_2025-1,2025-1
31355414,DAT-101,31355414_DAT-101_2025-1,2025-1
39195104,DEV-101,39195104_DEV-101_2025-1,2025-1
31313953,UX-100,31313953_UX-100_2025-1,2025-1
40305444,DAT-305,40305444_DAT-305_2025-1,2025-1
44726166,DAT-305,44726166_DAT-305_2025-1,2025-1
46060979,UX-100,46060979_UX-100_2025-1,2025-1
35276014,NEG-400,35276014_NEG-400_2025-1,2025-1
30808375,DAT-201,30808375_DAT-201_2025-1,2025-1
30672524,UX-100,30672524_UX-100_2025-1,2025-1
46329934,DAT-305,46329934_DAT-305_2025-1,2025-1
46649401,MKT-200,46649401_MKT-200_2025-1,2025-1
33452954,IA-300,33452954_IA-300_2025-1,2025-1
32723334,IA-300,32723334_IA-300_2025-1,2025-1
36727561,UX-100,36727561_UX-100_2025-1,2025-1
36992557,DAT-201,36992557_DAT-201_2025-1,2025-1
37907386,UX-100,37907386_UX-100_2025-1,2025-1
40756585,UX-100,40756585_UX-100_2025-1,2025-1
35115152,UX-100,35115152_UX-100_2025-1,2025-1
35994686,DEV-101,35994686_DEV-101_2025-1,2025-1
37370656,GEN-101,37370656_GEN-101_2025-1,2025-1
45417606,NEG-400,45417606_NEG-400_2025-1,2025-1
47506119,UX-100,47506119_UX-100_2025-1,2025-1
36971688,GEN-101,36971688_GEN-101_2025-1,2025-1
44173257,IA-300,44173257_IA-300_2025-1,2025-1
37774603,DAT-101,37774603_DAT-101_2025-1,2025-1
37584867,UX-100,37584867_UX-100_2025-1,2025-1
30055439,DAT-305,30055439_DAT-305_2025-1,2025-1
40014561,IA-300,40014561_IA-300_2025-1,2025-1
43521267,IA-300,43521267_IA-300_2025-1,2025-1
45775192,IA-400,45775192_IA-400_2025-1,2025-1
44242960,UX-100,44242960_UX-100_2025-1,2025-1
31015246,IA-400,31015246_IA-400_2025-1,2025-1
46170762,MKT-200,46170762_MKT-200_2025-1,2025-1
40401825,DAT-305,40401825_DAT-305_2025-1,2025-1
34294158,NEG-400,34294158_NEG-400_2025-1,2025-1
33507272,MKT-200,33507272_MKT-200_2025-1,2025-1
37874267,IA-400,37874267_IA-400_2025-1,2025-1
35054932,DAT-201,35054932_DAT-201_2025-1,2025-1
45459710,DAT-305,45459710_DAT-305_2025-1,2025-1
46829066,NEG-400,46829066_NEG-400_2025-1,2025-1
36434636,UX-100,36434636_UX-100_2025-1,2025-1
34743897,IA-300,34743897_IA-300_2025-1,2025-1
44291013,NEG-400,44291013_NEG-400_2025-1,2025-1
46278232,MKT-200,46278232_MKT-200_2025-1,2025-1
47908881,DAT-101,47908881_DAT-101_2025-1,2025-1
40874592,NEG-400,40874592_NEG-400_2025-1,2025-1
33594873,IA-300,33594873_IA-300_2025-1,2025-1
34832335,DEV-101,34832335_DEV-101_2025-1,2025-1
34873483,IA-400,34873483_IA-400_2025-1,2025-1
32935035,UX-100,32935035_UX-100_2025-1,2025-1
33127447,UX-100,33127447_UX-100_2025-1,2025-1
31365812,IA-300,31365812_IA-300_2025-1,2025-1
45647473,MKT-200,45647473_MKT-200_2025-1,2025-1
39297755,DAT-101,39297755_DAT-101_2025-1,2025-1
37381074,IA-400,37381074_IA-400_2025-1,2025-1
44241859,IA-300,44241859_IA-300_2025-1,2025-1
32581169,DAT-201,32581169_DAT-201_2025-1,2025-1
47217063,DAT-201,47217063_DAT-201_2025-1,2025-1
38549006,GEN-101,38549006_GEN-101_2025-1,2025-1
33594873,DAT-201,33594873_DAT-201_2025-1,2025-1
44064200,DEV-101,44064200_DEV-101_2025-1,2025-1
38869750,UX-100,38869750_UX-100_2025-1,2025-1
31332769,GEN-101,31332769_GEN-101_2025-1,2025-1
44473224,DEV-101,44473224_DEV-101_2025-1,2025-1
40116733,UX-100,40116733_UX-100_2025-1,2025-1
34498415,DAT-101,34498415_DAT-101_2025-1,2025-1
44197978,IA-300,44197978_IA-300_2025-1,2025-1
40204911,DAT-305,40204911_DAT-305_2025-1,2025-1
38818793,DAT-201,38818793_DAT-201_2025-1,2025-1
35951430,IA-400,35951430_IA-400_2025-1,2025-1
34858008,MKT-200,34858008_MKT-200_2025-1,2025-1
43191267,DAT-101,43191267_DAT-101_2025-1,2025-1
31277192,NEG-400,31277192_NEG-400_2025-1,2025-1
34411929,DAT-305,34411929_DAT-305_2025-1,2025-1
33276302,DAT-305,33276302_DAT-305_2025-1,2025-1
39337175,IA-400,39337175_IA-400_2025-1,2025-1
34919210,DAT-305,34919210_DAT-305_2025-1,2025-1
33511174,UX-100,33511174_UX-100_2025-1,2025-1
34661132,DAT-305,34661132_DAT-305_2025-1,2025-1
34743897,DAT-101,34743897_DAT-101_2025-1,2025-1
45813207,DEV-101,45813207_DEV-101_2025-1,2025-1
37679372,DEV-101,37679372_DEV-101_2025-1,2025-1
39068971,UX-100,39068971_UX-100_2025-1,2025-1
35720054,IA-300,35720054_IA-300_2025-1,2025-1
47061751,IA-300,47061751_IA-300_2025-1,2025-1
37952540,IA-300,37952540_IA-300_2025-1,2025-1
40582609,DEV-101,40582609_DEV-101_2025-1,2025-1
38111908,DAT-201,38111908_DAT-201_2025-1,2025-1
41559534,NEG-400,41559534_NEG-400_2025-1,2025-1
44911255,MKT-200,44911255_MKT-200_2025-1,2025-1
32339744,DEV-101,32339744_DEV-101_2025-1,2025-1
34486034,MKT-200,34486034_MKT-200_2025-1,2025-1
36780964,DEV-101,36780964_DEV-101_2025-1,2025-1
43284866,IA-400,43284866_IA-400_2025-1,2025-1
39835913,NEG-400,39835913_NEG-400_2025-1,2025-1
38648189,UX-100,38648189_UX-100_2025-1,2025-1
30186819,DAT-201,30186819_DAT-201_2025-1,2025-1
32839404,DEV-101,32839404_DEV-101_2025-1,2025-1
32965831,DAT-305,32965831_DAT-305_2025-1,2025-1
31681085,MKT-200,31681085_MKT-200_2025-1,2025-1
30386246,DAT-101,30386246_DAT-101_2025-1,2025-1
31136038,NEG-400,31136038_NEG-400_2025-1,2025-1
32329071,DAT-101,32329071_DAT-101_2025-1,2025-1
31924807,DEV-101,31924807_DEV-101_2025-1,2025-1
36998955,DAT-305,36998955_DAT-305_2025-1,2025-1
46510451,MKT-200,46510451_MKT-200_2025-1,2025-1
44224033,IA-300,44224033_IA-300_2025-1,2025-1
32496231,UX-100,32496231_UX-100_2025-1,2025-1
31067946,IA-300,31067946_IA-300_2025-1,2025-1
34944058,NEG-400,34944058_NEG-400_2025-1,2025-1
37392794,DAT-201,37392794_DAT-201_2025-1,2025-1
40606935,DEV-101,40606935_DEV-101_2025-1,2025-1
32454237,DAT-305,32454237_DAT-305_2025-1,2025-1
44811354,DAT-201,44811354_DAT-201_2025-1,2025-1
40852091,MKT-200,40852091_MKT-200_2025-1,2025-1
45177548,DAT-305,45177548_DAT-305_2025-1,2025-1
44911255,UX-100,44911255_UX-100_2025-1,2025-1
44345701,UX-100,44345701_UX-100_2025-1,2025-1
30506698,GEN-101,30506698_GEN-101_2025-1,2025-1
38693211,NEG-400,38693211_NEG-400_2025-1,2025-1
45417606,UX-100,45417606_UX-100_2025-1,2025-1
46147941,MKT-200,46147941_MKT-200_2025-1,2025-1
40333573,GEN-101,40333573_GEN-101_2025-1,2025-1
43331228,DEV-101,43331228_DEV-101_2025-1,2025-1
39557640,DAT-305,39557640_DAT-305_2025-1,2025-1
30923193,GEN-101,30923193_GEN-101_2025-1,2025-1
39160706,DAT-305,39160706_DAT-305_2025-1,2025-1
45256600,DEV-101,45256600_DEV-101_2025-1,2025-1
30820105,DAT-201,30820105_DAT-201_2025-1,2025-1
35038799,DAT-101,35038799_DAT-101_2025-1,2025-1
39278348,IA-400,39278348_IA-400_2025-1,2025-1
33247551,DAT-201,33247551_DAT-201_2025-1,2025-1
37392794,IA-300,37392794_IA-300_2025-1,2025-1
31547849,NEG-400,31547849_NEG-400_2025-1,2025-1
37952315,IA-300,37952315_IA-300_2025-1,2025-1
47817560,MKT-200,47817560_MKT-200_2025-1,2025-1
30386246,DAT-305,30386246_DAT-305_2025-1,2025-1
35983804,MKT-200,35983804_MKT-200_2025-1,2025-1
45847470,IA-400,45847470_IA-400_2025-1,2025-1
39412125,DAT-101,39412125_DAT-101_2025-1,2025-1
45198757,DAT-305,45198757_DAT-305_2025-1,2025-1
33507272,IA-400,33507272_IA-400_2025-1,2025-1
34355689,DAT-201,34355689_DAT-201_2025-1,2025-1
32459600,IA-300,32459600_IA-300_2025-1,2025-1
33276302,UX-100,33276302_UX-100_2025-1,2025-1
34785335,DAT-101,34785335_DAT-101_2025-1,2025-1
43679905,DEV-101,43679905_DEV-101_2025-1,2025-1
34705463,DAT-201,34705463_DAT-201_2025-1,2025-1
31099331,GEN-101,31099331_GEN-101_2025-1,2025-1
30055089,DAT-101,30055089_DAT-101_2025-1,2025-1
41532385,DAT-305,41532385_DAT-305_2025-1,2025-1
31425696,IA-300,31425696_IA-300_2025-1,2025-1
38030283,MKT-200,38030283_MKT-200_2025-1,2025-1
35486815,IA-400,35486815_IA-400_2025-1,2025-1
47822229,IA-300,47822229_IA-300_2025-1,2025-1
43721576,IA-400,43721576_IA-400_2025-1,2025-1
37162747,DAT-101,37162747_DAT-101_2025-1,2025-1
40102789,DEV-101,40102789_DEV-101_2025-1,2025-1
30789190,IA-300,30789190_IA-300_2025-1,2025-1
37017626,DAT-201,37017626_DAT-201_2025-1,2025-1
41166199,IA-400,41166199_IA-400_2025-1,2025-1
38211223,NEG-400,38211223_NEG-400_2025-1,2025-1
46314784,IA-300,46314784_IA-300_2025-1,2025-1
41641503,MKT-200,41641503_MKT-200_2025-1,2025-1
37515292,DEV-101,37515292_DEV-101_2025-1,2025-1
45663240,MKT-200,45663240_MKT-200_2025-1,2025-1
39278348,NEG-400,39278348_NEG-400_2025-1,2025-1
32816822,IA-300,32816822_IA-300_2025-1,2025-1
45563814,MKT-200,45563814_MKT-200_2025-1,2025-1
44059178,NEG-400,44059178_NEG-400_2025-1,2025-1
37057932,GEN-101,37057932_GEN-101_2025-1,2025-1
40582609,IA-300,40582609_IA-300_2025-1,2025-1
30064860,DEV-101,30064860_DEV-101_2025-1,2025-1
31528064,DAT-305,31528064_DAT-305_2025-1,2025-1
41830154,DAT-305,41830154_DAT-305_2025-1,2025-1
44115909,MKT-200,44115909_MKT-200_2025-1,2025-1
35983804,IA-300,35983804_IA-300_2025-1,2025-1
39040140,DAT-305,39040140_DAT-305_2025-1,2025-1
30789190,GEN-101,30789190_GEN-101_2025-1,2025-1
44959844,MKT-200,44959844_MKT-200_2025-1,2025-1
45488677,DAT-101,45488677_DAT-101_2025-1,2025-1
46225626,DAT-305,46225626_DAT-305_2025-1,2025-1
43744263,IA-300,43744263_IA-300_2025-1,2025-1
30766010,IA-300,30766010_IA-300_2025-1,2025-1
31015246,UX-100,31015246_UX-100_2025-1,2025-1
38531623,NEG-400,38531623_NEG-400_2025-1,2025-1
43941263,DAT-101,43941263_DAT-101_2025-1,2025-1
46233381,MKT-200,46233381_MKT-200_2025-1,2025-1
35207049,UX-100,35207049_UX-100_2025-1,2025-1
30719634,MKT-200,30719634_MKT-200_2025-1,2025-1
37672436,MKT-200,37672436_MKT-200_2025-1,2025-1
31313953,NEG-400,31313953_NEG-400_2025-1,2025-1
34705463,MKT-200,34705463_MKT-200_2025-1,2025-1
32318137,DEV-101,32318137_DEV-101_2025-1,2025-1
30224289,GEN-101,30224289_GEN-101_2025-1,2025-1
39796864,GEN-101,39796864_GEN-101_2025-1,2025-1
36727561,NEG-400,36727561_NEG-400_2025-1,2025-1
34364066,MKT-200,34364066_MKT-200_2025-1,2025-1
43597806,DAT-101,43597806_DAT-101_2025-1,2025-1
36858459,MKT-200,36858459_MKT-200_2025-1,2025-1
32592763,IA-300,32592763_IA-300_2025-1,2025-1
44726166,IA-300,44726166_IA-300_2025-1,2025-1
32454237,DAT-201,32454237_DAT-201_2025-1,2025-1
34696467,UX-100,34696467_UX-100_2025-1,2025-1
40753275,DEV-101,40753275_DEV-101_2025-1,2025-1
32027618,IA-300,32027618_IA-300_2025-1,2025-1
31379839,MKT-200,31379839_MKT-200_2025-1,2025-1
43496203,DEV-101,43496203_DEV-101_2025-1,2025-1
33846409,DAT-305,33846409_DAT-305_2025-1,2025-1
45711997,UX-100,45711997_UX-100_2025-1,2025-1
45694620,DAT-201,45694620_DAT-201_2025-1,2025-1
39335040,DAT-101,39335040_DAT-101_2025-1,2025-1
31261719,IA-300,31261719_IA-300_2025-1,2025-1
32108581,NEG-400,32108581_NEG-400_2025-1,2025-1
34130787,NEG-400,34130787_NEG-400_2025-1,2025-1
39579172,IA-400,39579172_IA-400_2025-1,2025-1
34858008,DAT-201,34858008_DAT-201_2025-1,2025-1
44305990,IA-300,44305990_IA-300_2025-1,2025-1
44820591,IA-300,44820591_IA-300_2025-1,2025-1
30294943,NEG-400,30294943_NEG-400_2025-1,2025-1
34432017,GEN-101,34432017_GEN-101_2025-1,2025-1
34933614,IA-400,34933614_IA-400_2025-1,2025-1
35450908,UX-100,35450908_UX-100_2025-1,2025-1
32911130,DAT-201,32911130_DAT-201_2025-1,2025-1
40989234,DAT-201,40989234_DAT-201_2025-1,2025-1
47911334,MKT-200,47911334_MKT-200_2025-1,2025-1
35821025,NEG-400,35821025_NEG-400_2025-1,2025-1
40948220,DEV-101,40948220_DEV-101_2025-1,2025-1
35834047,IA-400,35834047_IA-400_2025-1,2025-1
39159460,IA-400,39159460_IA-400_2025-1,2025-1
44340522,DEV-101,44340522_DEV-101_2025-1,2025-1
47700089,IA-400,47700089_IA-400_2025-1,2025-1
39220415,MKT-200,39220415_MKT-200_2025-1,2025-1
43037722,DAT-201,43037722_DAT-201_2025-1,2025-1
37059839,NEG-400,37059839_NEG-400_2025-1,2025-1
38002503,NEG-400,38002503_NEG-400_2025-1,2025-1
34729179,GEN-101,34729179_GEN-101_2025-1,2025-1
36434636,IA-400,36434636_IA-400_2025-1,2025-1
45663240,DAT-101,45663240_DAT-101_2025-1,2025-1
36227478,NEG-400,36227478_NEG-400_2025-1,2025-1
45444903,GEN-101,45444903_GEN-101_2025-1,2025-1
40753275,DAT-305,40753275_DAT-305_2025-1,2025-1
46372785,DAT-101,46372785_DAT-101_2025-1,2025-1
33800391,GEN-101,33800391_GEN-101_2025-1,2025-1
43284866,DAT-201,43284866_DAT-201_2025-1,2025-1
32183463,DAT-101,32183463_DAT-101_2025-1,2025-1
34223113,IA-300,34223113_IA-300_2025-1,2025-1
41818271,UX-100,41818271_UX-100_2025-1,2025-1
37515292,GEN-101,37515292_GEN-101_2025-1,2025-1
31360651,DAT-201,31360651_DAT-201_2025-1,2025-1
34977085,DAT-201,34977085_DAT-201_2025-1,2025-1
34883029,DAT-101,34883029_DAT-101_2025-1,2025-1
41782307,DAT-201,41782307_DAT-201_2025-1,2025-1
38661719,UX-100,38661719_UX-100_2025-1,2025-1
34869838,MKT-200,34869838_MKT-200_2025-1,2025-1
32128322,MKT-200,32128322_MKT-200_2025-1,2025-1
41721070,DEV-101,41721070_DEV-101_2025-1,2025-1
44235496,DEV-101,44235496_DEV-101_2025-1,2025-1
39908813,MKT-200,39908813_MKT-200_2025-1,2025-1
47969954,UX-100,47969954_UX-100_2025-1,2025-1
40451762,UX-100,40451762_UX-100_2025-1,2025-1
40661993,DAT-101,40661993_DAT-101_2025-1,2025-1
43498834,DAT-101,43498834_DAT-101_2025-1,2025-1
45404573,MKT-200,45404573_MKT-200_2025-1,2025-1
39107282,DAT-305,39107282_DAT-305_2025-1,2025-1
32228319,DAT-305,32228319_DAT-305_2025-1,2025-1
44754060,NEG-400,44754060_NEG-400_2025-1,2025-1
36907961,DAT-201,36907961_DAT-201_2025-1,2025-1
39046561,IA-400,39046561_IA-400_2025-1,2025-1
37381074,DAT-101,37381074_DAT-101_2025-1,2025-1
44858776,GEN-101,44858776_GEN-101_2025-1,2025-1
40783770,DAT-201,40783770_DAT-201_2025-1,2025-1
38967997,DEV-101,38967997_DEV-101_2025-1,2025-1
32139544,GEN-101,32139544_GEN-101_2025-1,2025-1
45225711,DEV-101,45225711_DEV-101_2025-1,2025-1
40874592,DEV-101,40874592_DEV-101_2025-1,2025-1
45474521,DAT-101,45474521_DAT-101_2025-1,2025-1
39337175,IA-300,39337175_IA-300_2025-1,2025-1
43276053,UX-100,43276053_UX-100_2025-1,2025-1
31492591,DAT-305,31492591_DAT-305_2025-1,2025-1
45746833,NEG-400,45746833_NEG-400_2025-1,2025-1
30789190,DAT-305,30789190_DAT-305_2025-1,2025-1
38340878,GEN-101,38340878_GEN-101_2025-1,2025-1
44923903,DEV-101,44923903_DEV-101_2025-1,2025-1
44442488,DAT-201,44442488_DAT-201_2025-1,2025-1
43456083,DAT-201,43456083_DAT-201_2025-1,2025-1
30277884,GEN-101,30277884_GEN-101_2025-1,2025-1
45746833,IA-300,45746833_IA-300_2025-1,2025-1
39145092,MKT-200,39145092_MKT-200_2025-1,2025-1
39475622,MKT-200,39475622_MKT-200_2025-1,2025-1
32496231,DEV-101,32496231_DEV-101_2025-1,2025-1
31020972,MKT-200,31020972_MKT-200_2025-1,2025-1
43871938,DAT-101,43871938_DAT-101_2025-1,2025-1
47061751,UX-100,47061751_UX-100_2025-1,2025-1
31594339,GEN-101,31594339_GEN-101_2025-1,2025-1
45291864,DAT-201,45291864_DAT-201_2025-1,2025-1
43008590,DAT-101,43008590_DAT-101_2025-1,2025-1
32130223,MKT-200,32130223_MKT-200_2025-1,2025-1
32839194,DEV-101,32839194_DEV-101_2025-1,2025-1
39040140,IA-300,39040140_IA-300_2025-1,2025-1
34888999,UX-100,34888999_UX-100_2025-1,2025-1
46653953,UX-100,46653953_UX-100_2025-1,2025-1
41289442,NEG-400,41289442_NEG-400_2025-1,2025-1
34531843,IA-400,34531843_IA-400_2025-1,2025-1
30808375,DEV-101,30808375_DEV-101_2025-1,2025-1
32034364,DAT-101,32034364_DAT-101_2025-1,2025-1
43678310,DAT-101,43678310_DAT-101_2025-1,2025-1
39255922,DAT-101,39255922_DAT-101_2025-1,2025-1
31467025,IA-400,31467025_IA-400_2025-1,2025-1
35834047,UX-100,35834047_UX-100_2025-1,2025-1
47217063,GEN-101,47217063_GEN-101_2025-1,2025-1
