Nombre,Apellido,Numero_Documento__c,Email,Telefono,Rol__c,Tipo_Documento__c
Benjamin,Torres,37286941,benjamin.torres@gmail.com,+54 9 3554 1110,Alumno,DNI
Benicio,Fernandez,38070258,benicio.fernandez@gmail.com,+54 9 3937 1930,Alumno,DNI
Felipe,Arias,40140970,felipe.arias@gmail.com,+54 9 3762 8206,Alumno,DNI
Justina,Maldonado,34987487,justina.maldonado@gmail.com,+54 9 3535 1855,Alumno,DNI
Renata,Diaz,38940969,renata.diaz@gmail.com,+54 9 2422 4877,Alumno,DNI
Martina,Bravo,39905167,martina.bravo@gmail.com,+54 9 2576 1183,Alumno,DNI
Antonio,Ledesma,30528419,antonio.ledesma@gmail.com,+54 9 3878 9658,Alumno,DNI
Mateo Agustin,Torres,35410565,mateo.agustin.torres@gmail.com,+54 9 3239 8260,Alumno,DNI
Nicolas,Quiroga,32281165,nicolas.quiroga@gmail.com,+54 9 3913 3206,Alumno,DNI
Lola,Diaz,39547835,lola.diaz@gmail.com,+54 9 2695 5368,Alumno,DNI
Juan Pablo,Avila,46997300,juan.pablo.avila25@outlook.com,+54 9 3613 9929,Alumno,DNI
Martina,Martinez,33610212,martina.martinez@gmail.com,+54 9 3261 8643,Alumno,DNI
Thiago Agustin,Diaz,37057932,thiago.agustin.diaz@gmail.com,+54 9 3291 2665,Alumno,DNI
Martín,Sanchez,47556368,martin.sanchez25@outlook.com,+54 9 2731 1062,Alumno,DNI
Santiago Nicolas,Miranda,38393487,santiago.nicolas.miranda@gmail.com,+54 9 3320 6037,Alumno,DNI
Franco,Miranda,31185628,franco.miranda@gmail.com,+54 9 2123 3316,Alumno,DNI
Ignacio,Avila,39195104,ignacio.avila@gmail.com,+54 9 2473 6581,Alumno,DNI
Nahiara,Silva,30173121,nahiara.silva@gmail.com,+54 9 2523 3685,Alumno,DNI
Simon,Villalba,44492127,simon.villalba25@outlook.com,+54 9 3597 2076,Alumno,DNI
Benjamin,Gomez,38549006,benjamin.gomez@gmail.com,+54 9 3854 3007,Alumno,DNI
Juan Ignacio,Moreno,43069128,juan.ignacio.moreno25@outlook.com,+54 9 3282 3118,Alumno,DNI
Simon,Castro,41337962,simon.castro@gmail.com,+54 9 3846 2409,Alumno,DNI
Francesca,Gonzalez,36570791,francesca.gonzalez@gmail.com,+54 9 3356 4933,Alumno,DNI
Josefina,Herrera,32286145,josefina.herrera@gmail.com,+54 9 3344 8568,Alumno,DNI
Dante,Castillo,44407218,dante.castillo25@outlook.com,+54 9 3640 3279,Alumno,DNI
Alfonsina,Ramos,39733145,alfonsina.ramos@gmail.com,+54 9 2392 8879,Alumno,DNI
Isabella,Farias,41051648,isabella.farias@gmail.com,+54 9 3794 4647,Alumno,DNI
Juan Ignacio,Sosa,43402603,juan.ignacio.sosa25@outlook.com,+54 9 3994 8984,Alumno,DNI
Clara,Muñoz,32108581,clara.munoz@gmail.com,+54 9 2753 2952,Alumno,DNI
Thiago Valentin,Rodriguez,31909036,thiago.valentin.rodriguez@gmail.com,+54 9 2280 0393,Alumno,DNI
Nahiara,Miranda,39473672,nahiara.miranda@gmail.com,+54 9 2698 1134,Alumno,DNI
Julieta,Sanchez,34355689,julieta.sanchez@gmail.com,+54 9 2191 1477,Alumno,DNI
Ciro,Vera,37874267,ciro.vera@gmail.com,+54 9 2120 0554,Alumno,DNI
Guillermina,Lopez,39817999,guillermina.lopez@gmail.com,+54 9 3292 7922,Alumno,DNI
Uma,Castro,33714793,uma.castro@gmail.com,+54 9 2383 1242,Alumno,DNI
Alma,Gonzalez,34151433,alma.gonzalez@gmail.com,+54 9 2235 2468,Alumno,DNI
Camila,Perez,45404573,camila.perez25@outlook.com,+54 9 2535 9910,Alumno,DNI
Giuliana,Ledesma,45011218,giuliana.ledesma25@outlook.com,+54 9 3191 1011,Alumno,DNI
Victoria,Pereyra,31748817,victoria.pereyra@gmail.com,+54 9 2850 7128,Alumno,DNI
Juana,Torres,38340878,juana.torres@gmail.com,+54 9 2298 8036,Alumno,DNI
Gino,Cruz,37219780,gino.cruz@gmail.com,+54 9 2687 4814,Alumno,DNI
Camila,Gonzalez,40358538,camila.gonzalez@gmail.com,+54 9 2722 9597,Alumno,DNI
Sofia,Fernandez,46329934,sofia.fernandez25@outlook.com,+54 9 2380 1193,Alumno,DNI
Benjamin,Franco,47163691,benjamin.franco25@outlook.com,+54 9 3701 0029,Alumno,DNI
Ambar,Ledesma,46024126,ambar.ledesma25@outlook.com,+54 9 2968 7519,Alumno,DNI
Lucia,Silva,45444903,lucia.silva25@outlook.com,+54 9 3480 5318,Alumno,DNI
Lucio,Acosta,47633067,lucio.acosta25@outlook.com,+54 9 3453 1982,Alumno,DNI
Zoe Jazmin,Maldonado,34887945,zoe.jazmin.maldonado@gmail.com,+54 9 3123 8508,Alumno,DNI
Alma Mia,Rodriguez,44398280,alma.mia.rodriguez25@outlook.com,+54 9 2887 4749,Alumno,DNI
Abigail,Luna,30639152,abigail.luna@gmail.com,+54 9 2606 9413,Alumno,DNI
Franco,Figueroa,47199649,franco.figueroa25@outlook.com,+54 9 3535 1422,Alumno,DNI
Maria Emilia,Herrera,35054932,maria.emilia.herrera@gmail.com,+54 9 3252 6002,Alumno,DNI
Tiziano Valentin,Gonzalez,36169395,tiziano.valentin.gonzalez@gmail.com,+54 9 2380 6289,Alumno,DNI
Nicolas,Dominguez,38066467,nicolas.dominguez@gmail.com,+54 9 3330 4137,Alumno,DNI
Lautaro,Gomez,34873483,lautaro.gomez@gmail.com,+54 9 2591 4004,Alumno,DNI
Gael,Martinez,47700089,gael.martinez25@outlook.com,+54 9 3988 0239,Alumno,DNI
Emma,Vega,37572605,emma.vega@gmail.com,+54 9 3730 3864,Alumno,DNI
Guillermina,Sosa,30649167,guillermina.sosa@gmail.com,+54 9 2849 9225,Alumno,DNI
Lautaro Benjamin,Hernandez,46345360,lautaro.benjamin.hernandez25@outlook.com,+54 9 2100 6981,Alumno,DNI
Elena,Herrera,37802380,elena.herrera@gmail.com,+54 9 2537 7105,Alumno,DNI
Thiago Benjamin,Ayala,33683627,thiago.benjamin.ayala@gmail.com,+54 9 3339 0062,Alumno,DNI
Miguel Angel,Lucero,45890411,miguel.angel.lucero25@outlook.com,+54 9 2766 2715,Alumno,DNI
Maximiliano,Dominguez,46909132,maximiliano.dominguez25@outlook.com,+54 9 2754 8219,Alumno,DNI
Emilia,Sanchez,35629692,emilia.sanchez@gmail.com,+54 9 2299 9413,Alumno,DNI
Sofía,Fernandez,40116733,sofia.fernandez@gmail.com,+54 9 2508 2621,Alumno,DNI
Malena,Torres,31662806,malena.torres@gmail.com,+54 9 2176 1827,Alumno,DNI
Alma,Paz,35385278,alma.paz@gmail.com,+54 9 2320 7489,Alumno,DNI
Gabriel,Acosta,32889452,gabriel.acosta@gmail.com,+54 9 3498 4154,Alumno,DNI
Nina,Muñoz,45291864,nina.munoz25@outlook.com,+54 9 3857 9028,Alumno,DNI
Angel Gabriel,Lopez,41083641,angel.gabriel.lopez@gmail.com,+54 9 3311 3545,Alumno,DNI
Santino,Torres,44182964,santino.torres25@outlook.com,+54 9 3959 2093,Alumno,DNI
Ciro,Diaz,39046561,ciro.diaz@gmail.com,+54 9 2290 8580,Alumno,DNI
Juan Pablo,Vega,33846409,juan.pablo.vega@gmail.com,+54 9 3457 2670,Alumno,DNI
Mora,Arias,31742344,mora.arias@gmail.com,+54 9 3719 0515,Alumno,DNI
Josefina,Sosa,36443537,josefina.sosa@gmail.com,+54 9 3295 3403,Alumno,DNI
Gino,Farias,39278348,gino.farias@gmail.com,+54 9 3368 2775,Alumno,DNI
Joaquin,Mansilla,34696467,joaquin.mansilla@gmail.com,+54 9 3717 5960,Alumno,DNI
Santiago,Torres,43185797,santiago.torres25@outlook.com,+54 9 3462 8959,Alumno,DNI
Bianca,Cruz,47481163,bianca.cruz25@outlook.com,+54 9 3910 1010,Alumno,DNI
Benjamin,Nuñez,34933614,benjamin.nunez@gmail.com,+54 9 2237 6897,Alumno,DNI
Lola,Sanchez,43751737,lola.sanchez25@outlook.com,+54 9 2979 0300,Alumno,DNI
Sofia,Diaz,47707678,sofia.diaz25@outlook.com,+54 9 2176 6152,Alumno,DNI
Mia Valentina,Gomez,39407484,mia.valentina.gomez@gmail.com,+54 9 2229 9819,Alumno,DNI
Benjamin,Guzman,47776360,benjamin.guzman25@outlook.com,+54 9 3670 5167,Alumno,DNI
Renata,Benitez,44754301,renata.benitez25@outlook.com,+54 9 3242 9792,Alumno,DNI
Julieta,Godoy,36780964,julieta.godoy@gmail.com,+54 9 3696 3139,Alumno,DNI
Morena,Villalba,45825230,morena.villalba25@outlook.com,+54 9 2845 1885,Alumno,DNI
Zoe Jazmin,Gutierrez,43647497,zoe.jazmin.gutierrez25@outlook.com,+54 9 2460 6899,Alumno,DNI
Lola,Acuña,35407054,lola.acuna@gmail.com,+54 9 3800 7780,Alumno,DNI
Lautaro Benjamin,Rodriguez,30356437,lautaro.benjamin.rodriguez@gmail.com,+54 9 2259 6158,Alumno,DNI
Mateo,Mansilla,32839194,mateo.mansilla@gmail.com,+54 9 3965 8085,Alumno,DNI
Juan Bautista,Ramirez,30219683,juan.bautista.ramirez@gmail.com,+54 9 2867 3355,Alumno,DNI
Thiago,Leiva,45338648,thiago.leiva25@outlook.com,+54 9 2324 7649,Alumno,DNI
Delfina,Paz,32329071,delfina.paz@gmail.com,+54 9 3502 4461,Alumno,DNI
León,Gonzalez,37947511,leon.gonzalez@gmail.com,+54 9 2238 6033,Alumno,DNI
Santiago,Roldan,33353197,santiago.roldan@gmail.com,+54 9 3596 3393,Alumno,DNI
Valentina ,Fernandez,47182282,valentina..fernandez25@outlook.com,+54 9 2641 9430,Alumno,DNI
Maria Victoria,Gimenez,41084438,maria.victoria.gimenez@gmail.com,+54 9 3854 1182,Alumno,DNI
Zoe,Vera,30506698,zoe.vera@gmail.com,+54 9 3787 7001,Alumno,DNI
Gino,Ruiz,32034364,gino.ruiz@gmail.com,+54 9 2534 9591,Alumno,DNI
Emilia,Cardozo,30703214,emilia.cardozo@gmail.com,+54 9 3875 1081,Alumno,DNI
Julia,Romero,30187041,julia.romero@gmail.com,+54 9 3379 1814,Alumno,DNI
Ignacio,Gomez,44334164,ignacio.gomez25@outlook.com,+54 9 2365 4676,Alumno,DNI
Juan Manuel,Arias,39023389,juan.manuel.arias@gmail.com,+54 9 3290 1431,Alumno,DNI
Alejo,Gonzalez,35147199,alejo.gonzalez@gmail.com,+54 9 2428 8396,Alumno,DNI
Juana,Pereyra,41994164,juana.pereyra@gmail.com,+54 9 2769 4412,Alumno,DNI
Isabella,Ledesma,36600824,isabella.ledesma@gmail.com,+54 9 2938 0878,Alumno,DNI
Felipe,Ledesma,31898350,felipe.ledesma@gmail.com,+54 9 3828 9935,Alumno,DNI
Thiago,Molina,43537356,thiago.molina25@outlook.com,+54 9 2461 4112,Alumno,DNI
Simon,Maldonado,37725025,simon.maldonado@gmail.com,+54 9 3878 7089,Alumno,DNI
Josefina,Herrera,37763133,josefina.herrera@gmail.com,+54 9 3576 3256,Alumno,DNI
Facundo,Flores,32723334,facundo.flores@gmail.com,+54 9 2967 2706,Alumno,DNI
Agostina,Benitez,33896639,agostina.benitez@gmail.com,+54 9 3895 1316,Alumno,DNI
Mateo,Bustos,45150526,mateo.bustos25@outlook.com,+54 9 2689 4844,Alumno,DNI
Maria Victoria,Gonzalez,44754060,maria.victoria.gonzalez25@outlook.com,+54 9 2674 0499,Alumno,DNI
Juan Sebastian,Pereyra,44830567,juan.sebastian.pereyra25@outlook.com,+54 9 2242 1449,Alumno,DNI
Mia Valentina,Gomez,37171122,mia.valentina.gomez@gmail.com,+54 9 2597 7948,Alumno,DNI
Santino,Benitez,32821847,santino.benitez@gmail.com,+54 9 2380 1070,Alumno,DNI
Martina,Romero,34294158,martina.romero@gmail.com,+54 9 3618 8488,Alumno,DNI
Olivia,Lopez,40804778,olivia.lopez@gmail.com,+54 9 3809 7636,Alumno,DNI
Nina,Suarez,43704659,nina.suarez25@outlook.com,+54 9 2286 8138,Alumno,DNI
Thiago Nahuel,Castro,40330349,thiago.nahuel.castro@gmail.com,+54 9 2513 2629,Alumno,DNI
Camila,Olivera,38089426,camila.olivera@gmail.com,+54 9 2343 5969,Alumno,DNI
Thiago Valentin,Fernandez,44049715,thiago.valentin.fernandez25@outlook.com,+54 9 2608 7431,Alumno,DNI
Clara,Godoy,46418357,clara.godoy25@outlook.com,+54 9 2263 1097,Alumno,DNI
Ignacio,Alvarez,33520372,ignacio.alvarez@gmail.com,+54 9 3118 2508,Alumno,DNI
Constanza,Gutierrez,45041443,constanza.gutierrez25@outlook.com,+54 9 3234 4070,Alumno,DNI
Nicolas,Pereyra,36701529,nicolas.pereyra@gmail.com,+54 9 2753 1008,Alumno,DNI
Joaquin,Mendez,36065546,joaquin.mendez@gmail.com,+54 9 3116 2665,Alumno,DNI
Olivia,Silva,47207202,olivia.silva25@outlook.com,+54 9 3393 1131,Alumno,DNI
Benjamin,Silva,44376034,benjamin.silva25@outlook.com,+54 9 2697 6166,Alumno,DNI
Guillermina,Ponce,33566074,guillermina.ponce@gmail.com,+54 9 2494 2419,Alumno,DNI
Lisandro,Martinez,41066323,lisandro.martinez@gmail.com,+54 9 3238 4573,Alumno,DNI
Tomàs,Godoy,41051244,tomas.godoy@gmail.com,+54 9 2375 1247,Alumno,DNI
Tomàs,Ortiz,45076705,tomas.ortiz25@outlook.com,+54 9 3857 6471,Alumno,DNI
Tomas,Lopez,46886132,tomas.lopez25@outlook.com,+54 9 3563 0960,Alumno,DNI
Catalina,Rodriguez,38531623,catalina.rodriguez@gmail.com,+54 9 3727 8330,Alumno,DNI
Lola,Valdez,39412125,lola.valdez@gmail.com,+54 9 3115 0663,Alumno,DNI
Nicolas,Martinez,44512365,nicolas.martinez25@outlook.com,+54 9 2284 1152,Alumno,DNI
Camila,Arias,31992185,camila.arias@gmail.com,+54 9 3300 4904,Alumno,DNI
Santiago Benjamin,Rodriguez,41816794,santiago.benjamin.rodriguez@gmail.com,+54 9 2686 0781,Alumno,DNI
Victoria,Barrios,43249808,victoria.barrios25@outlook.com,+54 9 3497 6531,Alumno,DNI
Delfina,Alvarez,44988509,delfina.alvarez25@outlook.com,+54 9 3816 7473,Alumno,DNI
Luna,Dominguez,41056827,luna.dominguez@gmail.com,+54 9 2569 9500,Alumno,DNI
Valentina,Castro,34108557,valentina.castro@gmail.com,+54 9 3518 2775,Alumno,DNI
Guadalupe,Garcia,32664172,guadalupe.garcia@gmail.com,+54 9 2806 1915,Alumno,DNI
Camila,Rodriguez,39073370,camila.rodriguez@gmail.com,+54 9 3690 4388,Alumno,DNI
Juan Pablo,Benitez,30163309,juan.pablo.benitez@gmail.com,+54 9 3838 2898,Alumno,DNI
Guadalupe,Rodriguez,45820668,guadalupe.rodriguez25@outlook.com,+54 9 3584 6180,Alumno,DNI
Juan Martin,Farias,30344498,juan.martin.farias@gmail.com,+54 9 3720 0021,Alumno,DNI
Octavio,Avila,37162747,octavio.avila@gmail.com,+54 9 2884 2550,Alumno,DNI
Ramiro,Bustos,43662150,ramiro.bustos25@outlook.com,+54 9 2594 6952,Alumno,DNI
Tiziano,Franco,46435125,tiziano.franco25@outlook.com,+54 9 2381 1987,Alumno,DNI
Amparo,Vera,32362905,amparo.vera@gmail.com,+54 9 2324 4765,Alumno,DNI
Santiago,Rodriguez,34615409,santiago.rodriguez@gmail.com,+54 9 3605 7539,Alumno,DNI
Francisca,Perez,32283744,francisca.perez@gmail.com,+54 9 2698 0596,Alumno,DNI
Catalina,Acuña,47983495,catalina.acuna25@outlook.com,+54 9 3473 6039,Alumno,DNI
Kiara,Nuñez,44454123,kiara.nunez25@outlook.com,+54 9 3406 6420,Alumno,DNI
Bianca,Arias,38773709,bianca.arias@gmail.com,+54 9 2889 8252,Alumno,DNI
Valentina,Martinez,47582243,valentina.martinez25@outlook.com,+54 9 2581 5432,Alumno,DNI
Sol,Rodriguez,46321118,sol.rodriguez25@outlook.com,+54 9 2893 7423,Alumno,DNI
Thiago Nicolas,Garcia,45980462,thiago.nicolas.garcia25@outlook.com,+54 9 3914 3226,Alumno,DNI
Joaquin,Diaz,40454674,joaquin.diaz@gmail.com,+54 9 2466 5320,Alumno,DNI
Guillermina,Rodriguez,41721070,guillermina.rodriguez@gmail.com,+54 9 2870 7471,Alumno,DNI
Juan Cruz,Alvarez,40915348,juan.cruz.alvarez@gmail.com,+54 9 2127 7692,Alumno,DNI
Maximo,Toledo,34883029,maximo.toledo@gmail.com,+54 9 3423 2266,Alumno,DNI
Guadalupe,Luna,33143242,guadalupe.luna@gmail.com,+54 9 3766 6689,Alumno,DNI
Ignacio,Ruiz,44115122,ignacio.ruiz25@outlook.com,+54 9 3857 4661,Alumno,DNI
Victoria,Gonzalez,47404191,victoria.gonzalez25@outlook.com,+54 9 3626 4680,Alumno,DNI
Thiago Agustin,Gonzalez,33831924,thiago.agustin.gonzalez@gmail.com,+54 9 3844 4805,Alumno,DNI
Juana,Benitez,40039504,juana.benitez@gmail.com,+54 9 2577 6493,Alumno,DNI
Ignacio,Maidana,30430162,ignacio.maidana@gmail.com,+54 9 2590 5842,Alumno,DNI
Luciano,Gonzalez,46170762,luciano.gonzalez25@outlook.com,+54 9 2284 2891,Alumno,DNI
Mateo Ezequiel,Ferreyra,44235496,mateo.ezequiel.ferreyra25@outlook.com,+54 9 2133 4336,Alumno,DNI
Federico,Ramirez,32498967,federico.ramirez@gmail.com,+54 9 2968 1349,Alumno,DNI
Bautista,Gonzalez,37370656,bautista.gonzalez@gmail.com,+54 9 2873 8581,Alumno,DNI
Guillermina,Garcia,36542829,guillermina.garcia@gmail.com,+54 9 2957 3056,Alumno,DNI
Jazmin,Molina,45841815,jazmin.molina25@outlook.com,+54 9 3818 6655,Alumno,DNI
Santiago,Ramos,39087618,santiago.ramos@gmail.com,+54 9 2802 9717,Alumno,DNI
Antonio,Dominguez,37839367,antonio.dominguez@gmail.com,+54 9 3577 5650,Alumno,DNI
Francesca,Fernandez,46069202,francesca.fernandez25@outlook.com,+54 9 3807 8753,Alumno,DNI
Ian Ezequiel,Lopez,34401288,ian.ezequiel.lopez@gmail.com,+54 9 2541 9578,Alumno,DNI
Jazmin,Rodriguez,38042975,jazmin.rodriguez@gmail.com,+54 9 2984 7690,Alumno,DNI
Martina,Ojeda,34814097,martina.ojeda@gmail.com,+54 9 2326 9248,Alumno,DNI
Alma,Martinez,32201924,alma.martinez@gmail.com,+54 9 2111 3316,Alumno,DNI
Helena,Avila,39684156,helena.avila@gmail.com,+54 9 3312 5660,Alumno,DNI
Manuel,Sosa,35994686,manuel.sosa@gmail.com,+54 9 2970 5278,Alumno,DNI
Lautaro,Diaz,31908414,lautaro.diaz@gmail.com,+54 9 2776 4121,Alumno,DNI
Benjamin Ezequiel,Flores,34743897,benjamin.ezequiel.flores@gmail.com,+54 9 3592 3371,Alumno,DNI
Lucia,Vargas,46965600,lucia.vargas25@outlook.com,+54 9 2303 7009,Alumno,DNI
Sofía,Gutierrez,46233381,sofia.gutierrez25@outlook.com,+54 9 3303 6001,Alumno,DNI
Tomàs,Arias,47103537,tomas.arias25@outlook.com,+54 9 3586 8949,Alumno,DNI
Juan Francisco,Torres,45694620,juan.francisco.torres25@outlook.com,+54 9 3762 4736,Alumno,DNI
Ian Benjamin,Bravo,31261719,ian.benjamin.bravo@gmail.com,+54 9 2410 8723,Alumno,DNI
Bastian,Fernandez,33320861,bastian.fernandez@gmail.com,+54 9 3905 6663,Alumno,DNI
Paula,Ledesma,44651662,paula.ledesma25@outlook.com,+54 9 3286 2293,Alumno,DNI
Gael,Miranda,43521267,gael.miranda25@outlook.com,+54 9 2753 6899,Alumno,DNI
Dylan,Peralta,38695540,dylan.peralta@gmail.com,+54 9 2105 6753,Alumno,DNI
Agustin,Gimenez,39996815,agustin.gimenez@gmail.com,+54 9 2269 2834,Alumno,DNI
Micaela,Villalba,36617253,micaela.villalba@gmail.com,+54 9 2257 7786,Alumno,DNI
Constanza,Garcia,45654702,constanza.garcia25@outlook.com,+54 9 2548 3235,Alumno,DNI
Valentino,Lopez,34661132,valentino.lopez@gmail.com,+54 9 2133 9476,Alumno,DNI
Ian Benjamin,Garcia,36998955,ian.benjamin.garcia@gmail.com,+54 9 3641 9048,Alumno,DNI
Joaquin,Pereyra,40846299,joaquin.pereyra@gmail.com,+54 9 3438 6551,Alumno,DNI
Sofía,Gomez,39475622,sofia.gomez@gmail.com,+54 9 2649 5613,Alumno,DNI
Santiago,Benitez,46281181,santiago.benitez25@outlook.com,+54 9 2457 7890,Alumno,DNI
Bianca,Gimenez,32451951,bianca.gimenez@gmail.com,+54 9 3950 4224,Alumno,DNI
Milagros,Maidana,34089245,milagros.maidana@gmail.com,+54 9 2315 0648,Alumno,DNI
Juan,Ramirez,33984071,juan.ramirez@gmail.com,+54 9 2725 9320,Alumno,DNI
Matias,Carrizo,33745990,matias.carrizo@gmail.com,+54 9 3696 4789,Alumno,DNI
Miguel Angel,Sosa,39765048,miguel.angel.sosa@gmail.com,+54 9 2265 6557,Alumno,DNI
Luisina,Juarez,30946573,luisina.juarez@gmail.com,+54 9 2512 8164,Alumno,DNI
Bautista,Ortiz,35383408,bautista.ortiz@gmail.com,+54 9 2586 7544,Alumno,DNI
Santino Agustin,Gomez,46155741,santino.agustin.gomez25@outlook.com,+54 9 2190 9079,Alumno,DNI
Camila,Rios,37039481,camila.rios@gmail.com,+54 9 2438 9612,Alumno,DNI
Tiziana,Rios,39006974,tiziana.rios@gmail.com,+54 9 3692 4085,Alumno,DNI
Alfonsina,Quiroga,33582066,alfonsina.quiroga@gmail.com,+54 9 2537 4263,Alumno,DNI
Jazmin,Ledesma,32441127,jazmin.ledesma@gmail.com,+54 9 2561 4868,Alumno,DNI
Alfonsina,Rivero,34288472,alfonsina.rivero@gmail.com,+54 9 2757 9385,Alumno,DNI
Nicolas,Gomez,45820009,nicolas.gomez25@outlook.com,+54 9 3556 1596,Alumno,DNI
Luca,Benitez,32100445,luca.benitez@gmail.com,+54 9 2258 7351,Alumno,DNI
Juan Pablo,Benitez,47733210,juan.pablo.benitez25@outlook.com,+54 9 3148 0398,Alumno,DNI
Valentina,Martinez,45459710,valentina.martinez25@outlook.com,+54 9 2676 9164,Alumno,DNI
Francesco,Molina,46992814,francesco.molina25@outlook.com,+54 9 3743 8853,Alumno,DNI
Francisco,Gonzalez,32860968,francisco.gonzalez@gmail.com,+54 9 3321 6241,Alumno,DNI
Ana Paula,Lopez,47214050,ana.paula.lopez25@outlook.com,+54 9 3941 3876,Alumno,DNI
Juana,Garcia,35199789,juana.garcia@gmail.com,+54 9 2910 1928,Alumno,DNI
Tomàs,Gonzalez,40998609,tomas.gonzalez@gmail.com,+54 9 3448 1992,Alumno,DNI
Agustín,Hernandez,39335040,agustin.hernandez@gmail.com,+54 9 2669 5824,Alumno,DNI
Juan Martin,Silva,47162613,juan.martin.silva25@outlook.com,+54 9 2873 0424,Alumno,DNI
Martina,Flores,43162851,martina.flores25@outlook.com,+54 9 2164 8198,Alumno,DNI
Jazmin,Gonzalez,44702371,jazmin.gonzalez25@outlook.com,+54 9 3903 0070,Alumno,DNI
Pedro,Ferreyra,41273545,pedro.ferreyra@gmail.com,+54 9 2430 2797,Alumno,DNI
Thiago Benjamin,Acosta,31471846,thiago.benjamin.acosta@gmail.com,+54 9 3832 4833,Alumno,DNI
Guadalupe,Guzman,44998271,guadalupe.guzman25@outlook.com,+54 9 3216 7688,Alumno,DNI
Juliana,Lopez,32839404,juliana.lopez@gmail.com,+54 9 2948 1879,Alumno,DNI
Juan Bautista,Fernandez,36974458,juan.bautista.fernandez@gmail.com,+54 9 2159 2603,Alumno,DNI
Ciro,Martinez,37392794,ciro.martinez@gmail.com,+54 9 3615 6839,Alumno,DNI
Lucio,Soto,40661993,lucio.soto@gmail.com,+54 9 3942 8997,Alumno,DNI
Catalina,Luna,34343190,catalina.luna@gmail.com,+54 9 2555 1130,Alumno,DNI
Santiago,Rios,45309663,santiago.rios25@outlook.com,+54 9 3109 4316,Alumno,DNI
Josefina,Rodriguez,43832291,josefina.rodriguez25@outlook.com,+54 9 2172 1267,Alumno,DNI
Clara,Duarte,47517294,clara.duarte25@outlook.com,+54 9 3696 9591,Alumno,DNI
Agustina,Romero,47399378,agustina.romero25@outlook.com,+54 9 3127 2768,Alumno,DNI
Helena,Martinez,33895965,helena.martinez@gmail.com,+54 9 3703 3281,Alumno,DNI
Lisandro,Ruiz,34627342,lisandro.ruiz@gmail.com,+54 9 2711 2919,Alumno,DNI
Lucía,Fernandez,36028849,lucia.fernandez@gmail.com,+54 9 2982 2674,Alumno,DNI
Angelina,Garcia,35580984,angelina.garcia@gmail.com,+54 9 3933 6024,Alumno,DNI
Lucía,Correa,37672436,lucia.correa@gmail.com,+54 9 2916 6374,Alumno,DNI
Agustin,Ledesma,40597857,agustin.ledesma@gmail.com,+54 9 3986 5887,Alumno,DNI
Catalina,Ferreyra,45563814,catalina.ferreyra25@outlook.com,+54 9 3912 0137,Alumno,DNI
Paloma,Vazquez,36200569,paloma.vazquez@gmail.com,+54 9 3381 2923,Alumno,DNI
Samuel,Gomez,45865176,samuel.gomez25@outlook.com,+54 9 2951 2629,Alumno,DNI
Sol,Herrera,31324108,sol.herrera@gmail.com,+54 9 3553 6298,Alumno,DNI
Valentino,Gonzalez,33229738,valentino.gonzalez@gmail.com,+54 9 2268 3184,Alumno,DNI
Clara,Medina,30483176,clara.medina@gmail.com,+54 9 3844 5967,Alumno,DNI
Thiago,Muñoz,43416171,thiago.munoz25@outlook.com,+54 9 3603 7408,Alumno,DNI
Tomàs,Cardozo,39311402,tomas.cardozo@gmail.com,+54 9 2113 4033,Alumno,DNI
Rafael,Nuñez,40409948,rafael.nunez@gmail.com,+54 9 3892 9373,Alumno,DNI
Sara,Villalba,41559534,sara.villalba@gmail.com,+54 9 3565 1002,Alumno,DNI
Benjamin,Perez,40014561,benjamin.perez@gmail.com,+54 9 3804 5680,Alumno,DNI
Bautista,Muñoz,36718901,bautista.munoz@gmail.com,+54 9 2819 1067,Alumno,DNI
Santino,Mendoza,45589540,santino.mendoza25@outlook.com,+54 9 2664 9679,Alumno,DNI
Amparo,Pereyra,35115152,amparo.pereyra@gmail.com,+54 9 3249 7262,Alumno,DNI
Alvaro,Arias,37829833,alvaro.arias@gmail.com,+54 9 3413 6271,Alumno,DNI
Nahuel,Ojeda,30958838,nahuel.ojeda@gmail.com,+54 9 3892 4032,Alumno,DNI
Juan Martin,Olivera,40366603,juan.martin.olivera@gmail.com,+54 9 2153 5577,Alumno,DNI
Juan Ignacio,Flores,45499218,juan.ignacio.flores25@outlook.com,+54 9 2417 6495,Alumno,DNI
Joaquin,Juarez,35476879,joaquin.juarez@gmail.com,+54 9 3242 1143,Alumno,DNI
Santiago,Mendoza,30382587,santiago.mendoza@gmail.com,+54 9 3200 6730,Alumno,DNI
Morena Jazmin,Benitez,33596181,morena.jazmin.benitez@gmail.com,+54 9 2683 4039,Alumno,DNI
Ciro,Caceres,36992557,ciro.caceres@gmail.com,+54 9 3996 2042,Alumno,DNI
Pedro,Mendez,40099804,pedro.mendez@gmail.com,+54 9 2260 7597,Alumno,DNI
Pilar,Romero,43714584,pilar.romero25@outlook.com,+54 9 2774 0490,Alumno,DNI
Salvador,Lopez,41422321,salvador.lopez@gmail.com,+54 9 2550 8708,Alumno,DNI
Francisco,Aguirre,45186536,francisco.aguirre25@outlook.com,+54 9 3696 3421,Alumno,DNI
Simon,Sanchez,40423919,simon.sanchez@gmail.com,+54 9 2664 7787,Alumno,DNI
Facundo,Maldonado,43506692,facundo.maldonado25@outlook.com,+54 9 3181 0506,Alumno,DNI
