Numero_Documento__c;Codigo_Materia;ID_Importacion;Anio_Lectivo
33333250;IA-400;33333250-IA400;2025 - II
33338311;DAT-101;33338311-DAT101;2024 - II
33338311;NEG-400;33338311-NEG400;2024 - I
33352008;DAT-101;33352008-DAT101;2024 - I
33353040;DAT-201;33353040-DAT201;2024 - I
33353197;DAT-201;33353197-DAT201;2025 - II
33353197;DAT-305;33353197-DAT305;2025 - I
33353197;NEG-400;33353197-NEG400;2025 - II
33353197;IA-300;33353197-IA300;2025 - II
33362152;DAT-201;33362152-DAT201;2025 - I
33362152;IA-300;33362152-IA300;2025 - I
33362152;NEG-400;33362152-NEG400;2025 - I
33375552;DAT-101;33375552-DAT101;2025 - II
33379578;DAT-101;33379578-DAT101;2025 - II
33379578;NEG-400;33379578-NEG400;2025 - I
33379578;IA-400;33379578-IA400;2025 - I
33379578;DAT-305;33379578-DAT305;2025 - I
33381581;IA-300;33381581-IA300;2025 - I
33381581;GEN-101;33381581-GEN101;2025 - I
33386069;DAT-101;33386069-DAT101;2024 - I
33387615;IA-300;33387615-IA300;2024 - I
33387615;DAT-201;33387615-DAT201;2024 - I
33397920;DEV-101;33397920-DEV101;2025 - II
33397920;GEN-101;33397920-GEN101;2025 - II
33397920;IA-400;33397920-IA400;2025 - II
33397920;IA-300;33397920-IA300;2025 - I
33397920;DAT-101;33397920-DAT101;2025 - II
33397920;DAT-201;33397920-DAT201;2025 - II
33418893;DAT-201;33418893-DAT201;2025 - I
33418893;UX-100;33418893-UX100;2025 - II
33418893;IA-400;33418893-IA400;2025 - I
33418893;DAT-101;33418893-DAT101;2025 - I
33418893;GEN-101;33418893-GEN101;2025 - I
33423546;DAT-201;33423546-DAT201;2024 - II
33423546;UX-100;33423546-UX100;2024 - II
33429749;MKT-200;33429749-MKT200;2024 - II
33429749;DAT-101;33429749-DAT101;2024 - I
33436656;DAT-201;33436656-DAT201;2024 - I
33444595;DAT-101;33444595-DAT101;2024 - I
33444595;DAT-201;33444595-DAT201;2024 - I
33452954;DAT-305;33452954-DAT305;2025 - I
33452954;IA-300;33452954-IA300;2025 - I
33452954;GEN-101;33452954-GEN101;2025 - I
33460388;NEG-400;33460388-NEG400;2024 - II
33460388;GEN-101;33460388-GEN101;2024 - II
33460388;DAT-101;33460388-DAT101;2024 - II
33479160;DAT-305;33479160-DAT305;2025 - I
33479160;DAT-101;33479160-DAT101;2025 - I
33479160;IA-400;33479160-IA400;2025 - II
33488611;UX-100;33488611-UX100;2024 - I
33488611;DAT-201;33488611-DAT201;2024 - II
33488611;DEV-101;33488611-DEV101;2024 - II
33493292;NEG-400;33493292-NEG400;2024 - I
33493292;DEV-101;33493292-DEV101;2024 - II
33493292;UX-100;33493292-UX100;2024 - I
33505185;UX-100;33505185-UX100;2025 - I
33505185;DAT-201;33505185-DAT201;2025 - II
33505185;NEG-400;33505185-NEG400;2025 - II
33506985;DAT-101;33506985-DAT101;2024 - II
33506985;UX-100;33506985-UX100;2024 - I
33506985;GEN-101;33506985-GEN101;2024 - II
33507272;MKT-200;33507272-MKT200;2025 - I
33507272;DEV-101;33507272-DEV101;2025 - II
33507272;IA-400;33507272-IA400;2025 - I
33507272;NEG-400;33507272-NEG400;2025 - II
33511174;GEN-101;33511174-GEN101;2025 - II
33511174;DAT-101;33511174-DAT101;2025 - II
33511174;UX-100;33511174-UX100;2025 - I
33511174;DEV-101;33511174-DEV101;2025 - II
33518284;GEN-101;33518284-GEN101;2025 - II
33518284;DAT-201;33518284-DAT201;2025 - I
33518284;MKT-200;33518284-MKT200;2025 - II
33520255;GEN-101;33520255-GEN101;2025 - II
33520372;DAT-201;33520372-DAT201;2025 - I
33520372;IA-400;33520372-IA400;2025 - I
33520372;DAT-101;33520372-DAT101;2025 - II
33520372;DAT-305;33520372-DAT305;2025 - I
33528686;NEG-400;33528686-NEG400;2025 - II
33541682;DAT-201;33541682-DAT201;2024 - II
33541682;UX-100;33541682-UX100;2024 - I
33541682;IA-300;33541682-IA300;2024 - I
33544470;DAT-101;33544470-DAT101;2024 - II
33545850;DAT-201;33545850-DAT201;2024 - II
33547291;DAT-201;33547291-DAT201;2024 - I
33555444;MKT-200;33555444-MKT200;2024 - II
33556417;IA-300;33556417-IA300;2024 - I
33556417;NEG-400;33556417-NEG400;2024 - I
33566074;DAT-101;33566074-DAT101;2025 - II
33566074;DAT-305;33566074-DAT305;2025 - I
33567445;DEV-101;33567445-DEV101;2024 - II
33567445;NEG-400;33567445-NEG400;2024 - II
33567445;GEN-101;33567445-GEN101;2024 - II
33568791;DAT-305;33568791-DAT305;2025 - I
33568791;GEN-101;33568791-GEN101;2025 - II
33568791;IA-300;33568791-IA300;2025 - I
33582066;DAT-101;33582066-DAT101;2025 - I
33582066;MKT-200;33582066-MKT200;2025 - II
33582066;GEN-101;33582066-GEN101;2025 - II
33594873;NEG-400;33594873-NEG400;2025 - I
33594873;GEN-101;33594873-GEN101;2025 - I
33594873;DAT-201;33594873-DAT201;2025 - I
33594873;IA-300;33594873-IA300;2025 - I
33594873;DEV-101;33594873-DEV101;2025 - I
33594873;DAT-101;33594873-DAT101;2025 - II
33594873;DAT-305;33594873-DAT305;2025 - II
33596181;NEG-400;33596181-NEG400;2025 - II
33596181;MKT-200;33596181-MKT200;2025 - I
33596181;DAT-101;33596181-DAT101;2025 - II
33601032;IA-300;33601032-IA300;2024 - I
33601032;UX-100;33601032-UX100;2024 - I
33601032;NEG-400;33601032-NEG400;2024 - II
33601032;DAT-201;33601032-DAT201;2024 - I
33601032;DAT-101;33601032-DAT101;2024 - II
33610212;IA-400;33610212-IA400;2025 - I
33610212;IA-300;33610212-IA300;2025 - II
33610212;UX-100;33610212-UX100;2025 - II
33614240;DAT-201;33614240-DAT201;2025 - II
33614240;IA-400;33614240-IA400;2025 - I
33614240;DEV-101;33614240-DEV101;2025 - I
33614240;GEN-101;33614240-GEN101;2025 - I
33614240;DAT-101;33614240-DAT101;2025 - II
33614240;IA-300;33614240-IA300;2025 - II
33619676;DEV-101;33619676-DEV101;2024 - II
33619676;DAT-101;33619676-DAT101;2024 - II
33630695;DAT-101;33630695-DAT101;2024 - I
33630695;UX-100;33630695-UX100;2024 - I
33630695;IA-300;33630695-IA300;2024 - I
33641153;UX-100;33641153-UX100;2025 - I
33641153;DEV-101;33641153-DEV101;2025 - II
33641153;IA-300;33641153-IA300;2025 - II
33641153;IA-400;33641153-IA400;2025 - II
33641153;GEN-101;33641153-GEN101;2025 - II
33648177;GEN-101;33648177-GEN101;2024 - II
33649881;UX-100;33649881-UX100;2025 - II
33649881;DAT-201;33649881-DAT201;2025 - I
33663590;UX-100;33663590-UX100;2024 - I
33663590;DEV-101;33663590-DEV101;2024 - I
33663590;DAT-101;33663590-DAT101;2024 - I
33665133;GEN-101;33665133-GEN101;2024 - II
33665133;DAT-201;33665133-DAT201;2024 - I
33665133;DAT-101;33665133-DAT101;2024 - I
33673050;NEG-400;33673050-NEG400;2024 - I
33678309;DEV-101;33678309-DEV101;2024 - II
33678309;UX-100;33678309-UX100;2024 - I
33678309;DAT-201;33678309-DAT201;2024 - II
33683627;DAT-201;33683627-DAT201;2025 - I
33683627;DAT-101;33683627-DAT101;2025 - I
33683627;IA-400;33683627-IA400;2025 - I
33683627;IA-300;33683627-IA300;2025 - I
33688099;GEN-101;33688099-GEN101;2024 - II
33693770;UX-100;33693770-UX100;2024 - II
33693959;NEG-400;33693959-NEG400;2024 - II
33693959;DEV-101;33693959-DEV101;2024 - II
33693959;UX-100;33693959-UX100;2024 - II
33693959;DAT-201;33693959-DAT201;2024 - II
33696189;DEV-101;33696189-DEV101;2024 - II
33696189;GEN-101;33696189-GEN101;2024 - I
33697024;GEN-101;33697024-GEN101;2025 - II
33697024;MKT-200;33697024-MKT200;2025 - I
33698941;MKT-200;33698941-MKT200;2025 - II
33698941;DAT-201;33698941-DAT201;2025 - II
33698941;GEN-101;33698941-GEN101;2025 - I
33698941;IA-300;33698941-IA300;2025 - II
33698941;DAT-101;33698941-DAT101;2025 - II
33698941;IA-400;33698941-IA400;2025 - II
33699765;DAT-101;33699765-DAT101;2024 - II
33699765;UX-100;33699765-UX100;2024 - I
33709759;IA-300;33709759-IA300;2025 - II
33709759;NEG-400;33709759-NEG400;2025 - II
33709759;DAT-305;33709759-DAT305;2025 - II
33714793;NEG-400;33714793-NEG400;2025 - I
33714793;GEN-101;33714793-GEN101;2025 - I
33714793;IA-300;33714793-IA300;2025 - II
33714793;UX-100;33714793-UX100;2025 - II
33714793;IA-400;33714793-IA400;2025 - I
33717161;DAT-305;33717161-DAT305;2025 - I
33717161;MKT-200;33717161-MKT200;2025 - I
33717161;UX-100;33717161-UX100;2025 - II
33717161;DEV-101;33717161-DEV101;2025 - II
33717161;DAT-201;33717161-DAT201;2025 - II
33722791;DEV-101;33722791-DEV101;2024 - II
33722791;UX-100;33722791-UX100;2024 - II
33730130;NEG-400;33730130-NEG400;2024 - I
33730688;IA-300;33730688-IA300;2024 - II
33742338;IA-400;33742338-IA400;2025 - I
33742338;DAT-201;33742338-DAT201;2025 - II
33742338;NEG-400;33742338-NEG400;2025 - II
33742338;DEV-101;33742338-DEV101;2025 - II
33745990;UX-100;33745990-UX100;2025 - I
33745990;DAT-201;33745990-DAT201;2025 - I
33745990;IA-400;33745990-IA400;2025 - II
33745990;GEN-101;33745990-GEN101;2025 - I
33753511;IA-300;33753511-IA300;2024 - I
33753511;UX-100;33753511-UX100;2024 - I
33789545;DAT-201;33789545-DAT201;2024 - I
33789545;IA-300;33789545-IA300;2024 - II
33792064;MKT-200;33792064-MKT200;2025 - II
33792064;DAT-101;33792064-DAT101;2025 - I
33792064;IA-400;33792064-IA400;2025 - II
33800391;MKT-200;33800391-MKT200;2025 - II
33800391;DAT-201;33800391-DAT201;2025 - I
33800391;IA-300;33800391-IA300;2025 - I
33800391;GEN-101;33800391-GEN101;2025 - I
33816707;DAT-305;33816707-DAT305;2025 - II
33816707;DEV-101;33816707-DEV101;2025 - II
33816707;UX-100;33816707-UX100;2025 - II
33816707;DAT-101;33816707-DAT101;2025 - I
33816707;DAT-201;33816707-DAT201;2025 - I
33818954;DAT-201;33818954-DAT201;2025 - II
33818954;DAT-305;33818954-DAT305;2025 - II
33818954;NEG-400;33818954-NEG400;2025 - II
33818954;GEN-101;33818954-GEN101;2025 - II
33818954;DEV-101;33818954-DEV101;2025 - II
33818954;UX-100;33818954-UX100;2025 - II
33822169;GEN-101;33822169-GEN101;2024 - II
33827674;DAT-101;33827674-DAT101;2024 - II
33827674;UX-100;33827674-UX100;2024 - I
33828320;DEV-101;33828320-DEV101;2024 - II
33831924;UX-100;33831924-UX100;2025 - I
33831924;GEN-101;33831924-GEN101;2025 - II
33831924;IA-400;33831924-IA400;2025 - II
33838303;MKT-200;33838303-MKT200;2024 - II
33838303;GEN-101;33838303-GEN101;2024 - I
33846409;DAT-305;33846409-DAT305;2025 - I
33846409;IA-400;33846409-IA400;2025 - II
33846409;DEV-101;33846409-DEV101;2025 - II
33846409;DAT-101;33846409-DAT101;2025 - I
33846409;UX-100;33846409-UX100;2025 - II
33857648;DAT-101;33857648-DAT101;2024 - I
33871049;DAT-101;33871049-DAT101;2024 - II
33878037;IA-300;33878037-IA300;2024 - II
33883514;IA-300;33883514-IA300;2024 - II
33883514;MKT-200;33883514-MKT200;2024 - II
33885760;UX-100;33885760-UX100;2024 - II
33885760;DEV-101;33885760-DEV101;2024 - I
33895965;NEG-400;33895965-NEG400;2025 - I
33895965;UX-100;33895965-UX100;2025 - II
33895965;MKT-200;33895965-MKT200;2025 - I
33895965;DAT-101;33895965-DAT101;2025 - II
33896639;DAT-201;33896639-DAT201;2025 - II
33896639;DAT-101;33896639-DAT101;2025 - I
33896639;DAT-305;33896639-DAT305;2025 - II
33898883;IA-300;33898883-IA300;2024 - II
33910188;MKT-200;33910188-MKT200;2024 - II
33910188;DAT-201;33910188-DAT201;2024 - II
33910188;NEG-400;33910188-NEG400;2024 - I
33914516;DEV-101;33914516-DEV101;2025 - I
33914516;DAT-201;33914516-DAT201;2025 - I
33914516;GEN-101;33914516-GEN101;2025 - II
33916616;UX-100;33916616-UX100;2025 - I
33916616;DAT-101;33916616-DAT101;2025 - II
33916616;IA-400;33916616-IA400;2025 - I
33922912;DEV-101;33922912-DEV101;2024 - I
33948364;DEV-101;33948364-DEV101;2025 - II
33948364;DAT-201;33948364-DAT201;2025 - II
33952849;DAT-201;33952849-DAT201;2024 - I
33957369;DAT-201;33957369-DAT201;2024 - I
33957369;IA-300;33957369-IA300;2024 - II
33957369;GEN-101;33957369-GEN101;2024 - II
33957369;DEV-101;33957369-DEV101;2024 - II
33962182;GEN-101;33962182-GEN101;2025 - I
33964267;MKT-200;33964267-MKT200;2024 - II
33984071;DAT-305;33984071-DAT305;2025 - II
33984071;GEN-101;33984071-GEN101;2025 - II
33984071;DAT-101;33984071-DAT101;2025 - II
33984071;IA-400;33984071-IA400;2025 - II
33984071;UX-100;33984071-UX100;2025 - II
33984071;MKT-200;33984071-MKT200;2025 - I
33988348;NEG-400;33988348-NEG400;2024 - I
33988348;IA-300;33988348-IA300;2024 - II
34007375;UX-100;34007375-UX100;2024 - II
34011987;MKT-200;34011987-MKT200;2024 - I
34027014;NEG-400;34027014-NEG400;2024 - II
34033433;IA-300;34033433-IA300;2024 - II
34033433;NEG-400;34033433-NEG400;2024 - I
34039776;NEG-400;34039776-NEG400;2024 - I
34044850;NEG-400;34044850-NEG400;2025 - I
34057124;NEG-400;34057124-NEG400;2025 - I
34057124;MKT-200;34057124-MKT200;2025 - I
34057124;DAT-101;34057124-DAT101;2025 - II
34057124;UX-100;34057124-UX100;2025 - I
34057124;IA-400;34057124-IA400;2025 - II
34057124;IA-300;34057124-IA300;2025 - II
34059848;DAT-201;34059848-DAT201;2024 - I
34070539;MKT-200;34070539-MKT200;2024 - II
34070539;GEN-101;34070539-GEN101;2024 - I
34070539;DEV-101;34070539-DEV101;2024 - II
34077479;GEN-101;34077479-GEN101;2024 - I
34077479;DAT-201;34077479-DAT201;2024 - I
34077479;UX-100;34077479-UX100;2024 - II
34078388;MKT-200;34078388-MKT200;2024 - I
34081471;DAT-101;34081471-DAT101;2024 - I
34081471;UX-100;34081471-UX100;2024 - I
34081471;NEG-400;34081471-NEG400;2024 - II
34089245;IA-300;34089245-IA300;2025 - II
34089245;IA-400;34089245-IA400;2025 - I
34089245;DAT-305;34089245-DAT305;2025 - I
34089245;NEG-400;34089245-NEG400;2025 - I
34092604;IA-300;34092604-IA300;2024 - I
34092604;GEN-101;34092604-GEN101;2024 - I
34108557;IA-400;34108557-IA400;2025 - I
34108557;DAT-101;34108557-DAT101;2025 - II
34108557;UX-100;34108557-UX100;2025 - II
34108557;GEN-101;34108557-GEN101;2025 - I
34130452;MKT-200;34130452-MKT200;2024 - II
34130787;DEV-101;34130787-DEV101;2025 - II
34130787;MKT-200;34130787-MKT200;2025 - I
34130787;GEN-101;34130787-GEN101;2025 - II
34130787;NEG-400;34130787-NEG400;2025 - I
34130787;UX-100;34130787-UX100;2025 - I
34146531;UX-100;34146531-UX100;2024 - II
34146531;IA-300;34146531-IA300;2024 - I
34146531;DEV-101;34146531-DEV101;2024 - II
34148661;DAT-201;34148661-DAT201;2025 - II
34148661;DEV-101;34148661-DEV101;2025 - II
34148661;IA-300;34148661-IA300;2025 - I
34148661;GEN-101;34148661-GEN101;2025 - II
34148661;DAT-101;34148661-DAT101;2025 - I
34151433;DEV-101;34151433-DEV101;2025 - I
34151433;NEG-400;34151433-NEG400;2025 - II
34151433;DAT-201;34151433-DAT201;2025 - I
34161904;DAT-101;34161904-DAT101;2024 - II
34161904;GEN-101;34161904-GEN101;2024 - II
34166651;DEV-101;34166651-DEV101;2024 - I
34166651;NEG-400;34166651-NEG400;2024 - II
34197558;DEV-101;34197558-DEV101;2025 - I
34197558;IA-400;34197558-IA400;2025 - I
34198627;IA-300;34198627-IA300;2024 - II
34207249;UX-100;34207249-UX100;2024 - II
34207249;IA-300;34207249-IA300;2024 - II
34209869;IA-300;34209869-IA300;2024 - I
34209869;UX-100;34209869-UX100;2024 - I
34209869;DEV-101;34209869-DEV101;2024 - II
34211417;GEN-101;34211417-GEN101;2024 - I
34211417;DEV-101;34211417-DEV101;2024 - I
34218122;UX-100;34218122-UX100;2024 - II
34218122;DAT-101;34218122-DAT101;2024 - II
34219114;GEN-101;34219114-GEN101;2025 - II
34219114;NEG-400;34219114-NEG400;2025 - II
34223113;IA-400;34223113-IA400;2025 - I
34223113;NEG-400;34223113-NEG400;2025 - II
34223113;DAT-101;34223113-DAT101;2025 - I
34223113;IA-300;34223113-IA300;2025 - I
34223113;GEN-101;34223113-GEN101;2025 - II
34250668;MKT-200;34250668-MKT200;2024 - I
34250668;DEV-101;34250668-DEV101;2024 - I
34250668;GEN-101;34250668-GEN101;2024 - II
34255143;DEV-101;34255143-DEV101;2024 - I
34265698;MKT-200;34265698-MKT200;2024 - I
34288472;DAT-201;34288472-DAT201;2025 - I
34288472;MKT-200;34288472-MKT200;2025 - II
34288472;NEG-400;34288472-NEG400;2025 - II
34288472;IA-300;34288472-IA300;2025 - II
34288472;DAT-305;34288472-DAT305;2025 - II
34290854;GEN-101;34290854-GEN101;2025 - II
34290854;IA-300;34290854-IA300;2025 - I
34294158;GEN-101;34294158-GEN101;2025 - II
34294158;UX-100;34294158-UX100;2025 - I
34294158;NEG-400;34294158-NEG400;2025 - I
34294158;IA-400;34294158-IA400;2025 - I
34294158;DAT-201;34294158-DAT201;2025 - II
34294158;DAT-101;34294158-DAT101;2025 - II
34299183;NEG-400;34299183-NEG400;2025 - II
34299183;DAT-101;34299183-DAT101;2025 - II
34316765;GEN-101;34316765-GEN101;2025 - I
34316765;DAT-305;34316765-DAT305;2025 - I
34316765;NEG-400;34316765-NEG400;2025 - I
34316765;IA-300;34316765-IA300;2025 - II
34318077;DAT-101;34318077-DAT101;2025 - I
34318077;IA-400;34318077-IA400;2025 - II
34341037;IA-400;34341037-IA400;2025 - I
34341037;IA-300;34341037-IA300;2025 - I
34341037;UX-100;34341037-UX100;2025 - II
34341037;MKT-200;34341037-MKT200;2025 - II
34341037;GEN-101;34341037-GEN101;2025 - I
34343190;DEV-101;34343190-DEV101;2025 - II
34343190;DAT-201;34343190-DAT201;2025 - II
34343190;IA-300;34343190-IA300;2025 - I
34343777;NEG-400;34343777-NEG400;2024 - I
34353357;DEV-101;34353357-DEV101;2025 - I
34353357;NEG-400;34353357-NEG400;2025 - I
34353357;IA-300;34353357-IA300;2025 - II
34353357;DAT-305;34353357-DAT305;2025 - I
34353357;MKT-200;34353357-MKT200;2025 - I
34355144;UX-100;34355144-UX100;2025 - I
34355689;DAT-305;34355689-DAT305;2025 - II
34355689;DEV-101;34355689-DEV101;2025 - II
34355689;GEN-101;34355689-GEN101;2025 - I
34355689;NEG-400;34355689-NEG400;2025 - II
34355689;DAT-201;34355689-DAT201;2025 - I
34356341;DAT-305;34356341-DAT305;2025 - I
34356341;IA-400;34356341-IA400;2025 - I
34356381;UX-100;34356381-UX100;2024 - I
34363040;DAT-201;34363040-DAT201;2024 - I
34364066;NEG-400;34364066-NEG400;2025 - I
34364066;MKT-200;34364066-MKT200;2025 - I
34364066;IA-300;34364066-IA300;2025 - II
34364066;GEN-101;34364066-GEN101;2025 - I
34365303;DAT-201;34365303-DAT201;2024 - II
34365303;GEN-101;34365303-GEN101;2024 - I
34401288;DEV-101;34401288-DEV101;2025 - I
34401288;DAT-305;34401288-DAT305;2025 - I
34401288;MKT-200;34401288-MKT200;2025 - II
34401288;DAT-101;34401288-DAT101;2025 - I
34401288;IA-400;34401288-IA400;2025 - II
34411929;DAT-305;34411929-DAT305;2025 - I
34411929;DAT-101;34411929-DAT101;2025 - II
34411929;IA-300;34411929-IA300;2025 - II
34432017;GEN-101;34432017-GEN101;2025 - I
34432017;IA-400;34432017-IA400;2025 - II
34441439;GEN-101;34441439-GEN101;2025 - I
34441439;DEV-101;34441439-DEV101;2025 - II
34443405;MKT-200;34443405-MKT200;2024 - I
34446593;NEG-400;34446593-NEG400;2024 - I
34446593;UX-100;34446593-UX100;2024 - II
34446593;GEN-101;34446593-GEN101;2024 - II
34446896;DAT-305;34446896-DAT305;2025 - II
34446896;NEG-400;34446896-NEG400;2025 - II
34447081;DAT-101;34447081-DAT101;2024 - II
34452113;DAT-101;34452113-DAT101;2024 - II
34452113;NEG-400;34452113-NEG400;2024 - II
34457031;IA-300;34457031-IA300;2024 - II
34457031;GEN-101;34457031-GEN101;2024 - II
34471842;NEG-400;34471842-NEG400;2024 - I
34471842;GEN-101;34471842-GEN101;2024 - II
34485777;GEN-101;34485777-GEN101;2024 - II
34486034;IA-400;34486034-IA400;2025 - II
34486034;MKT-200;34486034-MKT200;2025 - I
34486034;UX-100;34486034-UX100;2025 - I
34494885;GEN-101;34494885-GEN101;2024 - I
34498415;DAT-101;34498415-DAT101;2025 - I
34498415;UX-100;34498415-UX100;2025 - I
34501518;MKT-200;34501518-MKT200;2025 - II
34501518;DAT-201;34501518-DAT201;2025 - II
34508314;NEG-400;34508314-NEG400;2024 - I
34508314;IA-300;34508314-IA300;2024 - I
34508314;GEN-101;34508314-GEN101;2024 - I
34508314;UX-100;34508314-UX100;2024 - I
34508579;DEV-101;34508579-DEV101;2025 - II
34508579;IA-300;34508579-IA300;2025 - II
34508579;DAT-101;34508579-DAT101;2025 - II
34508579;IA-400;34508579-IA400;2025 - I
34508579;GEN-101;34508579-GEN101;2025 - I
34529542;DAT-201;34529542-DAT201;2024 - II
34529542;NEG-400;34529542-NEG400;2024 - II
34529542;UX-100;34529542-UX100;2024 - II
34529542;IA-300;34529542-IA300;2024 - II
34529542;DAT-101;34529542-DAT101;2024 - I
34531843;GEN-101;34531843-GEN101;2025 - II
34531843;NEG-400;34531843-NEG400;2025 - II
34531843;IA-400;34531843-IA400;2025 - I
34543225;IA-300;34543225-IA300;2024 - II
34554550;IA-300;34554550-IA300;2024 - II
34554870;GEN-101;34554870-GEN101;2024 - II
34567608;DEV-101;34567608-DEV101;2024 - I
34567608;DAT-101;34567608-DAT101;2024 - II
34572098;GEN-101;34572098-GEN101;2024 - II
34577564;DAT-101;34577564-DAT101;2025 - I
34577564;UX-100;34577564-UX100;2025 - I
34577564;DAT-305;34577564-DAT305;2025 - II
34577564;NEG-400;34577564-NEG400;2025 - II
34615409;DAT-305;34615409-DAT305;2025 - I
34615409;DAT-101;34615409-DAT101;2025 - I
34617592;NEG-400;34617592-NEG400;2024 - II
34617592;MKT-200;34617592-MKT200;2024 - I
34617592;DAT-101;34617592-DAT101;2024 - II
34627342;IA-300;34627342-IA300;2025 - I
34627342;DAT-101;34627342-DAT101;2025 - II
34627342;MKT-200;34627342-MKT200;2025 - I
34627342;NEG-400;34627342-NEG400;2025 - II
34627342;DAT-201;34627342-DAT201;2025 - II
34631318;GEN-101;34631318-GEN101;2024 - II
34631318;DEV-101;34631318-DEV101;2024 - I
34631318;DAT-201;34631318-DAT201;2024 - II
34631318;MKT-200;34631318-MKT200;2024 - I
34631520;IA-400;34631520-IA400;2025 - II
34631520;UX-100;34631520-UX100;2025 - II
34631520;DAT-305;34631520-DAT305;2025 - II
34635361;DAT-201;34635361-DAT201;2024 - I
34635361;MKT-200;34635361-MKT200;2024 - I
34635361;NEG-400;34635361-NEG400;2024 - I
34635361;DAT-101;34635361-DAT101;2024 - II
34636803;GEN-101;34636803-GEN101;2024 - I
34636803;DAT-201;34636803-DAT201;2024 - II
34636803;IA-300;34636803-IA300;2024 - I
34636803;MKT-200;34636803-MKT200;2024 - I
34641008;DAT-101;34641008-DAT101;2024 - II
34647475;MKT-200;34647475-MKT200;2025 - II
34647475;IA-400;34647475-IA400;2025 - I
34647475;DAT-201;34647475-DAT201;2025 - II
34648956;NEG-400;34648956-NEG400;2025 - I
34648956;DAT-305;34648956-DAT305;2025 - II
34648956;DEV-101;34648956-DEV101;2025 - II
34648956;GEN-101;34648956-GEN101;2025 - I
34657279;MKT-200;34657279-MKT200;2024 - II
34657279;DAT-201;34657279-DAT201;2024 - I
34661132;IA-300;34661132-IA300;2025 - II
34661132;DAT-201;34661132-DAT201;2025 - II
34661132;DAT-305;34661132-DAT305;2025 - I
34661132;DAT-101;34661132-DAT101;2025 - I
34666804;GEN-101;34666804-GEN101;2024 - II
34687649;DEV-101;34687649-DEV101;2024 - II
34696467;DAT-101;34696467-DAT101;2025 - II
34696467;NEG-400;34696467-NEG400;2025 - II
34696467;IA-300;34696467-IA300;2025 - I
34696467;DEV-101;34696467-DEV101;2025 - II
34696467;UX-100;34696467-UX100;2025 - I
34702143;DAT-201;34702143-DAT201;2025 - II
34702143;DEV-101;34702143-DEV101;2025 - I
34702143;IA-300;34702143-IA300;2025 - II
34704174;DEV-101;34704174-DEV101;2024 - II
34704174;IA-300;34704174-IA300;2024 - II
34705463;DAT-201;34705463-DAT201;2025 - I
34705463;DAT-101;34705463-DAT101;2025 - II
34705463;DAT-305;34705463-DAT305;2025 - I
34705463;MKT-200;34705463-MKT200;2025 - I
34711560;DEV-101;34711560-DEV101;2024 - I
34711560;DAT-201;34711560-DAT201;2024 - I
34715773;DAT-201;34715773-DAT201;2024 - II
34715773;DEV-101;34715773-DEV101;2024 - I
34724187;GEN-101;34724187-GEN101;2024 - II
34724187;DAT-101;34724187-DAT101;2024 - II
34728997;NEG-400;34728997-NEG400;2024 - II
34729179;GEN-101;34729179-GEN101;2025 - I
34729179;IA-400;34729179-IA400;2025 - II
34729179;IA-300;34729179-IA300;2025 - I
34731502;DAT-101;34731502-DAT101;2024 - II
34731502;MKT-200;34731502-MKT200;2024 - I
34731502;IA-300;34731502-IA300;2024 - II
34731502;DEV-101;34731502-DEV101;2024 - II
34743406;DAT-305;34743406-DAT305;2025 - I
34743406;IA-400;34743406-IA400;2025 - II
34743897;NEG-400;34743897-NEG400;2025 - II
34743897;DAT-305;34743897-DAT305;2025 - I
34743897;IA-300;34743897-IA300;2025 - I
34743897;MKT-200;34743897-MKT200;2025 - II
34743897;DEV-101;34743897-DEV101;2025 - II
34743897;DAT-101;34743897-DAT101;2025 - I
34758464;IA-300;34758464-IA300;2024 - II
34758464;NEG-400;34758464-NEG400;2024 - I
34758464;MKT-200;34758464-MKT200;2024 - II
34758464;GEN-101;34758464-GEN101;2024 - I
34759191;NEG-400;34759191-NEG400;2024 - I
34759191;MKT-200;34759191-MKT200;2024 - II
34759191;DEV-101;34759191-DEV101;2024 - II
34759191;DAT-101;34759191-DAT101;2024 - II
34761805;NEG-400;34761805-NEG400;2024 - II
34761805;DAT-201;34761805-DAT201;2024 - II
34761805;DEV-101;34761805-DEV101;2024 - II
34764302;DAT-305;34764302-DAT305;2025 - I
34764302;DAT-201;34764302-DAT201;2025 - II
34764302;GEN-101;34764302-GEN101;2025 - II
34764302;IA-400;34764302-IA400;2025 - II
34785335;MKT-200;34785335-MKT200;2025 - I
34785335;DAT-101;34785335-DAT101;2025 - I
34785335;DEV-101;34785335-DEV101;2025 - II
34785335;DAT-305;34785335-DAT305;2025 - I
34793173;IA-400;34793173-IA400;2025 - II
34793173;DAT-201;34793173-DAT201;2025 - I
34801591;GEN-101;34801591-GEN101;2024 - I
34801591;MKT-200;34801591-MKT200;2024 - II
34814097;DAT-305;34814097-DAT305;2025 - I
34814097;IA-400;34814097-IA400;2025 - I
34832335;DEV-101;34832335-DEV101;2025 - I
34832335;MKT-200;34832335-MKT200;2025 - I
34832335;IA-400;34832335-IA400;2025 - I
34832335;DAT-305;34832335-DAT305;2025 - II
34832335;DAT-101;34832335-DAT101;2025 - II
34839561;IA-300;34839561-IA300;2024 - I
34839561;MKT-200;34839561-MKT200;2024 - II
34841664;GEN-101;34841664-GEN101;2025 - II
