Nombre;Apellido;Numero_Documento__c;Email;Telefono;Rol__c;Tipo_Documento__c
Benicio;Acosta;34081471;benicio.acosta@hotmail.com;+54926289859;Alumno;DNI
Milagros;Maidana;34089245;milagros.maidana@gmail.com;+54923150648;Alumno;DNI
Mateo Benjamin;Perez;34092604;mateo.benjamin.perez@yahoo.com;+54922188357;Alumno;DNI
Valentina;Castro;34108557;valentina.castro@gmail.com;+54935182775;Alumno;DNI
Alfonsina;Lopez;34130452;alfonsina.lopez@yahoo.com;+54928303147;Alumno;DNI
Helena;Gomez;34130787;helena.gomez@gmail.com;+54931795083;Alumno;DNI
Paloma;Alvarez;34146531;paloma.alvarez@yahoo.com;+54922870519;Alumno;DNI
Juan Bautista;Gomez;34148661;juan.bautista.gomez@gmail.com;+54929941501;Alumno;DNI
Alma;Gonzalez;34151433;alma.gonzalez@gmail.com;+54922352468;Alumno;DNI
Juan Ignacio;Ponce;34161904;juan.ignacio.ponce@yahoo.com;+54921270479;Alumno;DNI
Olivia;Miranda;34166651;olivia.miranda@yahoo.com;+54934715217;Alumno;DNI
Benicio;Cruz;34197558;benicio.cruz@gmail.com;+54921561384;Alumno;DNI
Morena;Benitez;34198627;morena.benitez@gmail.com;+54926610157;Alumno;DNI
Bautista;Acosta;34207249;bautista.acosta@gmail.com;+54933557407;Alumno;DNI
Matilda;Nuñez;34209869;matilda.nunez@yahoo.com;+54927501204;Alumno;DNI
Bautista;Ruiz;34211417;bautista.ruiz@hotmail.com;+54937633160;Alumno;DNI
Santino Benjamin;Silva;34218122;santino.benjamin.silva@yahoo.com;+54934661449;Alumno;DNI
Julieta;Valdez;34219114;julieta.valdez@gmail.com;+54927378680;Alumno;DNI
Bautista;Fernandez;34223113;bautista.fernandez@gmail.com;+54931454593;Alumno;DNI
Guadalupe;Coronel;34250668;guadalupe.coronel@yahoo.com;+54935945990;Alumno;DNI
Lautaro;Valdez;34255143;lautaro.valdez@hotmail.com;+54927581224;Alumno;DNI
Santino;Lopez;34265698;santino.lopez@hotmail.com;+54924088377;Alumno;DNI
Alfonsina;Rivero;34288472;alfonsina.rivero@gmail.com;+54927579385;Alumno;DNI
Benjamin;Lopez;34290854;benjamin.lopez@gmail.com;+54922848412;Alumno;DNI
Martina;Romero;34294158;martina.romero@gmail.com;+54936188488;Alumno;DNI
Milagros;Cabrera;34299183;milagros.cabrera@gmail.com;+54923061286;Alumno;DNI
Alma;Sanchez;34316765;alma.sanchez@gmail.com;+54924263934;Alumno;DNI
Catalina;Quiroga;34318077;catalina.quiroga@gmail.com;+54928056505;Alumno;DNI
Julia;Garcia;34341037;julia.garcia@gmail.com;+54936424333;Alumno;DNI
Catalina;Luna;34343190;catalina.luna@gmail.com;+54925551130;Alumno;DNI
Agustina;Mansilla;34343777;agustina.mansilla@gmail.com;+54939463002;Alumno;DNI
Alejo;Juarez;34353357;alejo.juarez@gmail.com;+54929777774;Alumno;DNI
Ignacio;Ruiz;34355144;ignacio.ruiz@gmail.com;+54928119307;Alumno;DNI
Julieta;Sanchez;34355689;julieta.sanchez@gmail.com;+54921911477;Alumno;DNI
Ignacio;Medina;34356341;ignacio.medina@gmail.com;+54933353620;Alumno;DNI
Valentina;Gomez;34356381;valentina.gomez@gmail.com;+54932065509;Alumno;DNI
Santino;Bustos;34363040;santino.bustos@hotmail.com;+54929793338;Alumno;DNI
Maximiliano;Moreno;34364066;maximiliano.moreno@gmail.com;+54939744314;Alumno;DNI
Joaquin;Mansilla;34365303;joaquin.mansilla@hotmail.com;+54928958083;Alumno;DNI
Ian Ezequiel;Lopez;34401288;ian.ezequiel.lopez@gmail.com;+54925419578;Alumno;DNI
Francisco;Castillo;34411929;francisco.castillo@gmail.com;+54939313382;Alumno;DNI
Ciro Benjamin;Gonzalez;34432017;ciro.benjamin.gonzalez@gmail.com;+54929442981;Alumno;DNI
Benjamin;Roldan;34441439;benjamin.roldan@gmail.com;+54935089831;Alumno;DNI
Emma;Diaz;34443405;emma.diaz@outlook.com;+54927950602;Alumno;DNI
Emma;Lucero;34446593;emma.lucero@outlook.com;+54931428192;Alumno;DNI
Bautista Benjamin;Acosta;34446896;bautista.benjamin.acosta@gmail.com;+54928458367;Alumno;DNI
Tomás;Gonzalez;34447081;tomas.gonzalez@yahoo.com;+54927310414;Alumno;DNI
Santiago Nicolas;Gomez;34452113;santiago.nicolas.gomez@yahoo.com;+54922650546;Alumno;DNI
Mateo Ezequiel;Gomez;34457031;mateo.ezequiel.gomez@hotmail.com;+54921780993;Alumno;DNI
Isabella;Dominguez;34471842;isabella.dominguez@hotmail.com;+54934853632;Alumno;DNI
Milena;Gonzalez;34485777;milena.gonzalez@gmail.com;+54932264145;Alumno;DNI
Julieta;Fernandez;34486034;julieta.fernandez@gmail.com;+54937872887;Alumno;DNI
Alma Mia;Carrizo;34494885;alma.mia.carrizo@outlook.com;+54921293049;Alumno;DNI
Dylan Benjamin;Mendez;34498415;dylan.benjamin.mendez@gmail.com;+54938356149;Alumno;DNI
Dylan Ezequiel;Diaz;34501518;dylan.ezequiel.diaz@gmail.com;+54925801895;Alumno;DNI
Valentin;Alvarez;34508314;valentin.alvarez@yahoo.com;+54923683900;Alumno;DNI
Julian;Fernandez;34508579;julian.fernandez@gmail.com;+54923620745;Alumno;DNI
Milagros;Arias;34529542;milagros.arias@gmail.com;+54933133516;Alumno;DNI
Agustina;Ramirez;34531843;agustina.ramirez@gmail.com;+54924506445;Alumno;DNI
Lautaro;Ledesma;34543225;lautaro.ledesma@gmail.com;+54938965291;Alumno;DNI
Catalina;Sosa;34554550;catalina.sosa@hotmail.com;+54939047776;Alumno;DNI
Tiziano Valentin;Rodriguez;34554870;tiziano.valentin.rodriguez@yahoo.com;+54923993435;Alumno;DNI
Nina;Rodriguez;34567608;nina.rodriguez@yahoo.com;+54923300776;Alumno;DNI
Dylan;Medina;34572098;dylan.medina@yahoo.com;+54938702128;Alumno;DNI
Salvador;Correa;34577564;salvador.correa@gmail.com;+54925242874;Alumno;DNI
Santiago;Rodriguez;34615409;santiago.rodriguez@gmail.com;+54936057539;Alumno;DNI
Oriana;Sanchez;34617592;oriana.sanchez@outlook.com;+54929714369;Alumno;DNI
Lisandro;Ruiz;34627342;lisandro.ruiz@gmail.com;+54927112919;Alumno;DNI
Ciro;Rodriguez;34631318;ciro.rodriguez@yahoo.com;+54928477119;Alumno;DNI
Luca;Fernandez;34631520;luca.fernandez@gmail.com;+54931990390;Alumno;DNI
Santiago;Farias;34635361;santiago.farias@outlook.com;+54938273233;Alumno;DNI
Ramiro;Vazquez;34636803;ramiro.vazquez@outlook.com;+54937483725;Alumno;DNI
Facundo;Paez;34641008;facundo.paez@gmail.com;+54923406650;Alumno;DNI
Bruno;Gimenez;34647475;bruno.gimenez@gmail.com;+54932806169;Alumno;DNI
Zoe;Franco;34648956;zoe.franco@gmail.com;+54927063482;Alumno;DNI
Justina;Diaz;34657279;justina.diaz@hotmail.com;+54929403217;Alumno;DNI
Valentino;Lopez;34661132;valentino.lopez@gmail.com;+54921339476;Alumno;DNI
Lorenzo;Martinez;34666804;lorenzo.martinez@gmail.com;+54937402958;Alumno;DNI
Valentino;Sanchez;34687649;valentino.sanchez@yahoo.com;+54931603255;Alumno;DNI
Joaquin;Mansilla;34696467;joaquin.mansilla@gmail.com;+54937175960;Alumno;DNI
Tiziano Benjamin;Martinez;34702143;tiziano.benjamin.martinez@gmail.com;+54926424065;Alumno;DNI
Benjamin Ezequiel;Medina;34704174;benjamin.ezequiel.medina@yahoo.com;+54932356753;Alumno;DNI
Benjamin Ezequiel;Garcia;34705463;benjamin.ezequiel.garcia@gmail.com;+54924106445;Alumno;DNI
Isabella;Acosta;34711560;isabella.acosta@yahoo.com;+54933960862;Alumno;DNI
Thiago Benjamin;Romero;34715773;thiago.benjamin.romero@outlook.com;+54936058576;Alumno;DNI
Alma Valentina;Flores;34724187;alma.valentina.flores@gmail.com;+54933232889;Alumno;DNI
Sofia;Rodriguez;34728997;sofia.rodriguez@hotmail.com;+54921199773;Alumno;DNI
Thiago Gabriel;Fernandez;34729179;thiago.gabriel.fernandez@gmail.com;+54937709681;Alumno;DNI
Guadalupe;Diaz;34731502;guadalupe.diaz@hotmail.com;+54935628000;Alumno;DNI
Joaquin;Roldan;34743406;joaquin.roldan@gmail.com;+54929313988;Alumno;DNI
Benjamin Ezequiel;Flores;34743897;benjamin.ezequiel.flores@gmail.com;+54935923371;Alumno;DNI
Lola;Pereyra;34758464;lola.pereyra@gmail.com;+54934295981;Alumno;DNI
Maria Victoria;Bravo;34759191;maria.victoria.bravo@hotmail.com;+54922601623;Alumno;DNI
Tomás;Villalba;34761805;tomas.villalba@outlook.com;+54923880421;Alumno;DNI
Santino;Herrera;34764302;santino.herrera@gmail.com;+54925444531;Alumno;DNI
Ana Paula;Pereyra;34785335;ana.paula.pereyra@gmail.com;+54929600575;Alumno;DNI
Agustin;Lopez;34793173;agustin.lopez@gmail.com;+54929983196;Alumno;DNI
Benjamin;Avila;34801591;benjamin.avila@yahoo.com;+54923993699;Alumno;DNI
Martina;Ojeda;34814097;martina.ojeda@gmail.com;+54923269248;Alumno;DNI
Facundo;Figueroa;34832335;facundo.figueroa@gmail.com;+54939829731;Alumno;DNI
Tobias;Nuñez;34839561;tobias.nunez@yahoo.com;+54937236714;Alumno;DNI
Mateo Benjamin;Gonzalez;34841664;mateo.benjamin.gonzalez@gmail.com;+54935307559;Alumno;DNI
Helena;Benitez;34844319;helena.benitez@outlook.com;+54927594551;Alumno;DNI
Dante;Vargas;34845546;dante.vargas@hotmail.com;+54926296000;Alumno;DNI
Milagros;Maldonado;34850065;milagros.maldonado@yahoo.com;+54922824071;Alumno;DNI
Lautaro Nahuel;Martinez;34850967;lautaro.nahuel.martinez@gmail.com;+54933048482;Alumno;DNI
Jeronimo;Ledesma;34858008;jeronimo.ledesma@gmail.com;+54934285333;Alumno;DNI
Bianca;Gonzalez;34864189;bianca.gonzalez@outlook.com;+54937858770;Alumno;DNI
Facundo;Gomez;34869838;facundo.gomez@gmail.com;+54938774942;Alumno;DNI
Lautaro;Gomez;34873483;lautaro.gomez@gmail.com;+54925914004;Alumno;DNI
Maximo;Toledo;34883029;maximo.toledo@gmail.com;+54934232266;Alumno;DNI
Zoe Jazmin;Maldonado;34887945;zoe.jazmin.maldonado@gmail.com;+54931238508;Alumno;DNI
Paloma;Gonzalez;34888999;paloma.gonzalez@gmail.com;+54938402726;Alumno;DNI
Lautaro;Luna;34896530;lautaro.luna@gmail.com;+54936342447;Alumno;DNI
Emma;Gomez;34912303;emma.gomez@yahoo.com;+54933877261;Alumno;DNI
Josefina;Gonzalez;34919210;josefina.gonzalez@gmail.com;+54932398088;Alumno;DNI
Santino Gabriel;Diaz;34923335;santino.gabriel.diaz@gmail.com;+54932459481;Alumno;DNI
Juan David;Fernandez;34933089;juan.david.fernandez@hotmail.com;+54926632958;Alumno;DNI
Benjamin;Nuñez;34933614;benjamin.nunez@gmail.com;+54922376897;Alumno;DNI
Clara;Gomez;34935270;clara.gomez@gmail.com;+54926373974;Alumno;DNI
Pedro;Coronel;34939319;pedro.coronel@gmail.com;+54925808086;Alumno;DNI
Delfina;Aguero;34944058;delfina.aguero@gmail.com;+54939808330;Alumno;DNI
Lautaro;Silva;34971595;lautaro.silva@gmail.com;+54934819495;Alumno;DNI
Matias;Peralta;34977085;matias.peralta@gmail.com;+54934427434;Alumno;DNI
Justina;Maldonado;34987487;justina.maldonado@gmail.com;+54935351855;Alumno;DNI
Sofia;Gomez;34989772;sofia.gomez@outlook.com;+54927434100;Alumno;DNI
Isabella;Gimenez;34998039;isabella_gimenez24@nuevo-email.com;+54931395102;Alumno;DNI
Pilar;Blanco;35023742;pilar.blanco@hotmail.com;+54924571189;Alumno;DNI
Sebastian;Ledesma;35031297;sebastian.ledesma@outlook.com;+54927574586;Alumno;DNI
Angelina;Ruiz;35033683;angelina.ruiz@gmail.com;+54934495457;Alumno;DNI
Delfina;Diaz;35038799;delfina.diaz@gmail.com;+54926379283;Alumno;DNI
Ciro;Diaz;35049197;ciro.diaz@outlook.com;+54932219202;Alumno;DNI
Maria Emilia;Herrera;35054932;maria.emilia.herrera@gmail.com;+54932526002;Alumno;DNI
Dante;Diaz;35061213;dante.diaz@yahoo.com;+54925644914;Alumno;DNI
Ciro;Peralta;35069582;ciro.peralta@gmail.com;+54924484464;Alumno;DNI
Catalina;Gonzalez;35077928;catalina.gonzalez@gmail.com;+54932758507;Alumno;DNI
Maximo;Rojas;35081927;maximo.rojas@outlook.com;+54925320906;Alumno;DNI
Antonia;Castillo;35111521;antonia.castillo@gmail.com;+54933638314;Alumno;DNI
Amparo;Pereyra;35115152;amparo.pereyra@gmail.com;+54932497262;Alumno;DNI
Santino Benjamin;Lopez;35129843;santino.benjamin.lopez@gmail.com;+54921748383;Alumno;DNI
Thiago Lionel;Farias;35133995;thiago.lionel.farias@gmail.com;+54935314716;Alumno;DNI
Alejo;Gonzalez;35147199;alejo.gonzalez@gmail.com;+54924288396;Alumno;DNI
Tiziano;Torres;35155411;tiziano.torres@hotmail.com;+54934839661;Alumno;DNI
Agustin;Correa;35155914;agustin.correa@hotmail.com;+54926261896;Alumno;DNI
Lautaro Benjamin;Fernandez;35188238;lautaro.benjamin.fernandez@yahoo.com;+54924502897;Alumno;DNI
Agostina;Rivero;35196112;agostina.rivero@hotmail.com;+54939847134;Alumno;DNI
Juana;Garcia;35199789;juana.garcia@gmail.com;+54929101928;Alumno;DNI
Benicio;Acosta;35207049;benicio.acosta@gmail.com;+54939121163;Alumno;DNI
Miguel Angel;Valdez;35212815;miguel.angel.valdez@hotmail.com;+54935769991;Alumno;DNI
Thiago Benjamin;Soria;35213115;thiago.benjamin.soria@outlook.com;+54937940567;Alumno;DNI
Lautaro Benjamin;Paz;35218002;lautaro.benjamin.paz@gmail.com;+54924237428;Alumno;DNI
Bautista;Moyano;35242773;bautista.moyano@outlook.com;+54929491350;Alumno;DNI
Bautista;Garcia;35267675;bautista.garcia@gmail.com;+54938025884;Alumno;DNI
Delfina;Juarez;35276014;delfina.juarez@gmail.com;+54923126237;Alumno;DNI
Luisina;Coronel;35278293;luisina.coronel@yahoo.com;+54931500267;Alumno;DNI
Juan Martin;Alvarez;35281520;juan.martin.alvarez@gmail.com;+54921825400;Alumno;DNI
Mia Morena;Ramos;35282987;mia.morena.ramos@yahoo.com;+54922556382;Alumno;DNI
Paloma;Molina;35284612;paloma.molina@gmail.com;+54937614912;Alumno;DNI
Julia;Ruiz;35294128;julia.ruiz@gmail.com;+54922868953;Alumno;DNI
Sofia;Fernandez;35297114;sofia.fernandez@gmail.com;+54933820868;Alumno;DNI
Thiago Nicolas;Hernandez;35303961;thiago.nicolas.hernandez@gmail.com;+54934425369;Alumno;DNI
Zoe Valentina;Molina;35310111;zoe.valentina.molina@gmail.com;+54937925384;Alumno;DNI
Maria Emilia;Martinez;35316729;maria.emilia.martinez@outlook.com;+54926144761;Alumno;DNI
Renzo;Gomez;35320655;renzo.gomez@outlook.com;+54931826750;Alumno;DNI
Lautaro;Franco;35325959;lautaro.franco@gmail.com;+54937940608;Alumno;DNI
Lautaro Benjamin;Gimenez;35330350;lautaro.benjamin.gimenez@gmail.com;+54927285441;Alumno;DNI
Ciro;Fernandez;35345987;ciro.fernandez@hotmail.com;+54927578671;Alumno;DNI
Alfonsina;Carrizo;35376871;alfonsina.carrizo@outlook.com;+54932281938;Alumno;DNI
Bautista;Ortiz;35383408;bautista.ortiz@gmail.com;+54925867544;Alumno;DNI
Alma;Paz;35385278;alma.paz@gmail.com;+54923207489;Alumno;DNI
Valentin;Martinez;35388639;valentin.martinez@gmail.com;+54925148912;Alumno;DNI
Lola;Acuña;35407054;lola.acuna@gmail.com;+54938007780;Alumno;DNI
Emanuel;Medina;35409911;emanuel.medina@gmail.com;+54939453357;Alumno;DNI
Mateo Agustin;Torres;35410565;mateo.agustin.torres@gmail.com;+54932398260;Alumno;DNI
Emilia;Pereyra;35412606;emilia.pereyra@yahoo.com;+54925715226;Alumno;DNI
Benicio;Ramos;35415212;benicio.ramos@gmail.com;+54928881141;Alumno;DNI
Luca;Gonzalez;35419862;luca.gonzalez@gmail.com;+54937009146;Alumno;DNI
Facundo;Maldonado;35420584;facundo.maldonado@outlook.com;+54935129462;Alumno;DNI
Dante;Ramirez;35425422;dante.ramirez@gmail.com;+54932056715;Alumno;DNI
Luz Milagros;Medina;35437650;luz.milagros.medina@outlook.com;+54924926811;Alumno;DNI
Mia;Rodriguez;35440459;mia.rodriguez@yahoo.com;+54931044901;Alumno;DNI
Violeta;Gomez;35449166;violeta.gomez@outlook.com;+54927284262;Alumno;DNI
Thiago Benjamin;Romero;35450908;thiago.benjamin.romero@gmail.com;+54925598530;Alumno;DNI
Benjamin;Miranda;35457839;benjamin.miranda@gmail.com;+54938506543;Alumno;DNI
Lautaro Benjamin;Alvarez;35468094;lautaro.benjamin.alvarez@outlook.com;+54934142024;Alumno;DNI
Jazmin;Cabrera;35470566;jazmin.cabrera@gmail.com;+54933628341;Alumno;DNI
Victoria;Bustos;35471829;victoria.bustos@yahoo.com;+54934914998;Alumno;DNI
Joaquin;Juarez;35476879;joaquin.juarez@gmail.com;+54932421143;Alumno;DNI
Franco;Perez;35486815;franco.perez@gmail.com;+54926506421;Alumno;DNI
Lautaro Benjamin;Ramirez;35501443;lautaro.benjamin.ramirez@hotmail.com;+54925861123;Alumno;DNI
Juan Bautista;Cardozo;35509748;juan.bautista.cardozo@gmail.com;+54938981732;Alumno;DNI
Lautaro Benjamin;Figueroa;35511517;lautaro.benjamin.figueroa@outlook.com;+54937284080;Alumno;DNI
Lautaro Ezequiel;Cabrera;35515194;lautaro.ezequiel.cabrera@gmail.com;+54923605258;Alumno;DNI
Valentina Jazmin;Flores;35517461;valentina.jazmin.flores@yahoo.com;+54929850324;Alumno;DNI
Maximo;Flores;35517472;maximo.flores@gmail.com;+54933410323;Alumno;DNI
Jazmín;Suarez;35524090;jazmin.suarez@hotmail.com;+54938748933;Alumno;DNI
Juana;Maldonado;35532629;juana.maldonado@gmail.com;+54936131037;Alumno;DNI
Santino;Gonzalez;35543489;santino.gonzalez@gmail.com;+54927031064;Alumno;DNI
Simon;Garcia;35552454;simon.garcia@gmail.com;+54938548194;Alumno;DNI
Ignacio;Diaz;35563087;ignacio.diaz@gmail.com;+54924949875;Alumno;DNI
Constanza;Flores;35565985;constanza.flores@hotmail.com;+54928214246;Alumno;DNI
Delfina;Lopez;35569822;delfina.lopez@hotmail.com;+54922508478;Alumno;DNI
Benjamin;Dominguez;35572715;benjamin.dominguez@gmail.com;+54933737295;Alumno;DNI
Valentina ;Gutierrez;35574653;valentina.gutierrez@gmail.com;+54933546331;Alumno;DNI
Bianca;Silva;35579453;bianca.silva@outlook.com;+54925341155;Alumno;DNI
Angelina;Garcia;35580984;angelina.garcia@gmail.com;+54939336024;Alumno;DNI
Agustin;Flores;35589315;agustin.flores@gmail.com;+54927732706;Alumno;DNI
Benjamin;Martinez;35598065;benjamin.martinez@gmail.com;+54938518295;Alumno;DNI
Tomas;Mansilla;35598228;tomas.mansilla@yahoo.com;+54932975035;Alumno;DNI
Agustín;Silva;35605561;agustin.silva@outlook.com;+54935334868;Alumno;DNI
Tobias;Castillo;35608376;tobias.castillo@gmail.com;+54926091713;Alumno;DNI
Gonzalo;Garcia;35620137;gonzalo.garcia@outlook.com;+54938922082;Alumno;DNI
Amparo;Sosa;35625713;amparo.sosa@yahoo.com;+54932429474;Alumno;DNI
Maite;Villalba;35627041;maite.villalba@outlook.com;+54939606282;Alumno;DNI
Emilia;Sanchez;35629692;emilia.sanchez@gmail.com;+54922999413;Alumno;DNI
Santino;Vazquez;35643961;santino.vazquez@gmail.com;+54939233922;Alumno;DNI
Ludmila;Sanchez;35648819;ludmila.sanchez@gmail.com;+54929164362;Alumno;DNI
Simon;Perez;35650079;simon.perez@gmail.com;+54935760814;Alumno;DNI
Luciano;Ayala;35652925;luciano.ayala@yahoo.com;+54938718403;Alumno;DNI
Tomas;Rodriguez;35654379;tomas.rodriguez@outlook.com;+54924486949;Alumno;DNI
Francesca;Ruiz;35667236;francesca.ruiz@gmail.com;+54935457920;Alumno;DNI
Ian Benjamin;Ruiz;35668496;ian.benjamin.ruiz@gmail.com;+54923112335;Alumno;DNI
Bautista;Flores;35674650;bautista.flores@yahoo.com;+54929039861;Alumno;DNI
Santiago;Soto;35683885;santiago.soto@gmail.com;+54929717254;Alumno;DNI
Bruno;Romero;35690393;bruno.romero@outlook.com;+54931640655;Alumno;DNI
Emilia;Moreno;35718936;emilia.moreno@gmail.com;+54935883763;Alumno;DNI
Renata;Rivero;35720054;renata.rivero@gmail.com;+54922928880;Alumno;DNI
Dante;Ruiz;35722006;dante.ruiz@gmail.com;+54939485100;Alumno;DNI
Olivia;Flores;35740137;olivia.flores@gmail.com;+54927687292;Alumno;DNI
Juan Ignacio;Vega;35745673;juan.ignacio.vega@outlook.com;+54928302542;Alumno;DNI
Benicio;Romero;35753821;benicio.romero@gmail.com;+54934932690;Alumno;DNI
Thiago Joaquin;Alvarez;35757363;thiago.joaquin.alvarez@gmail.com;+54926888359;Alumno;DNI
Ludmila;Martinez;35792864;ludmila.martinez@gmail.com;+54922446550;Alumno;DNI
Ignacio;Herrera;35809204;ignacio.herrera@gmail.com;+54921978926;Alumno;DNI
Ian Ezequiel;Paez;35810239;ian.ezequiel.paez@outlook.com;+54927650639;Alumno;DNI
Sofía;Valdez;35821025;sofia.valdez@gmail.com;+54933966346;Alumno;DNI
Jazmin;Sosa;35824110;jazmin.sosa@hotmail.com;+54928561675;Alumno;DNI
Ciro;Toledo;35834047;ciro.toledo@gmail.com;+54939887405;Alumno;DNI
Luca;Gimenez;35837738;luca.gimenez@gmail.com;+54928395749;Alumno;DNI
Gael;Rios;35839853;gael.rios@gmail.com;+54937795817;Alumno;DNI
Juan Ignacio;Gonzalez;35842163;juan.ignacio.gonzalez@outlook.com;+54923200749;Alumno;DNI
Emma;Rojas;35844073;emma.rojas@gmail.com;+54936978656;Alumno;DNI
Constantino;Correa;35845730;constantino.correa@hotmail.com;+54931832777;Alumno;DNI
Matias;Martin;35850567;matias.martin@gmail.com;+54922769738;Alumno;DNI
Renata;Lopez;35854507;renata.lopez@yahoo.com;+54923508482;Alumno;DNI
Juan Martin;Rodriguez;35891432;juan.martin.rodriguez@yahoo.com;+54929051290;Alumno;DNI
Guadalupe;Rodriguez;35895932;guadalupe.rodriguez@yahoo.com;+54929958689;Alumno;DNI
Thiago;Vera;35904105;thiago.vera@yahoo.com;+54937348232;Alumno;DNI
Martina;Perez;35906862;martina.perez@yahoo.com;+54921793774;Alumno;DNI
Luca;Gutierrez;35915007;luca.gutierrez@yahoo.com;+54927895016;Alumno;DNI
Valentina;Gonzalez;35915416;valentina.gonzalez@outlook.com;+54929491607;Alumno;DNI
Benicio;Ponce;35915600;benicio_ponce24@nuevo-email.com;+54937182696;Alumno;DNI
Guadalupe;Cardozo;35926356;guadalupe.cardozo@gmail.com;+54935508874;Alumno;DNI
Camilo;Ramos;35927529;camilo.ramos@outlook.com;+54934562380;Alumno;DNI
Martina;Moreno;35930527;martina.moreno@gmail.com;+54924805090;Alumno;DNI
Francisco;Sosa;35940256;francisco.sosa@gmail.com;+54937127580;Alumno;DNI
Ana Paula;Peralta;35944501;ana.paula.peralta@gmail.com;+54931027685;Alumno;DNI
Franco;Sanchez;35947218;franco.sanchez@gmail.com;+54925993503;Alumno;DNI
Catalina;Sosa;35951430;catalina.sosa@gmail.com;+54932745282;Alumno;DNI
Miguel Angel;Mansilla;35953678;miguel.angel.mansilla@outlook.com;+54923312498;Alumno;DNI
Facundo;Flores;35961291;facundo.flores@outlook.com;+54929951730;Alumno;DNI
Santiago;Godoy;35965210;santiago.godoy@outlook.com;+54928854543;Alumno;DNI
Valentin;Sanchez;35975020;valentin.sanchez@outlook.com;+54939103284;Alumno;DNI
Dylan Ezequiel;Lopez;35983804;dylan.ezequiel.lopez@gmail.com;+54921738784;Alumno;DNI
Tomas;Rodriguez;35990190;tomas.rodriguez@yahoo.com;+54935763251;Alumno;DNI
Manuel;Sosa;35994686;manuel.sosa@gmail.com;+54929705278;Alumno;DNI
Emma;Cruz;36002678;emma.cruz@gmail.com;+54924584414;Alumno;DNI
Ambar;Gonzalez;36003291;ambar.gonzalez@gmail.com;+54925739740;Alumno;DNI
Facundo;Diaz;36005534;facundo.diaz@gmail.com;+54937352263;Alumno;DNI
Juana;Gomez;36015798;juana.gomez@hotmail.com;+54924716701;Alumno;DNI
Sebastian;Escobar;36016561;sebastian.escobar@gmail.com;+54938812828;Alumno;DNI
Lucía;Fernandez;36028849;lucia.fernandez@gmail.com;+54929822674;Alumno;DNI
Thiago Benjamin;Gonzalez;36031653;thiago.benjamin.gonzalez@gmail.com;+54928211399;Alumno;DNI
Alma Mia;Gonzalez;36040952;alma.mia.gonzalez@gmail.com;+54936107840;Alumno;DNI
Camila;Correa;36050675;camila.correa@outlook.com;+54938858201;Alumno;DNI
Juana;Ponce;36057182;juana.ponce@outlook.com;+54923801772;Alumno;DNI
Joaquin;Mendez;36065546;joaquin.mendez@gmail.com;+54931162665;Alumno;DNI
Nahiara Jazmin;Morales;36070932;nahiara.jazmin.morales@hotmail.com;+54939834691;Alumno;DNI
Victoria;Pereyra;36083652;victoria.pereyra@outlook.com;+54924743313;Alumno;DNI
Valentino;Gimenez;36092237;valentino.gimenez@gmail.com;+54926228522;Alumno;DNI
Joaquin;Muñoz;36098117;joaquin.munoz@hotmail.com;+54926908562;Alumno;DNI
Josefina;Leiva;36117422;josefina.leiva@yahoo.com;+54936686630;Alumno;DNI
Santino;Gomez;36128228;santino.gomez@hotmail.com;+54922201548;Alumno;DNI
Juana;Castro;36133533;juana.castro@gmail.com;+54925087979;Alumno;DNI
Emma;Fernandez;36138156;emma.fernandez@gmail.com;+54934187412;Alumno;DNI
Ambar;Gonzalez;36145210;ambar.gonzalez@gmail.com;+54927034941;Alumno;DNI
Luz Milagros;Paz;36156003;luz.milagros.paz@gmail.com;+54931421931;Alumno;DNI
Luz Milagros;Correa;36158027;luz.milagros.correa@gmail.com;+54922365511;Alumno;DNI
Nicolas;Lopez;36158336;nicolas.lopez@gmail.com;+54923748631;Alumno;DNI
Juan Ignacio;Toledo;36160142;juan.ignacio.toledo@gmail.com;+54932819657;Alumno;DNI
Santino Ezequiel;Vega;36161620;santino.ezequiel.vega@yahoo.com;+54932281663;Alumno;DNI
Ludmila;Lopez;36163868;ludmila.lopez@gmail.com;+54923433079;Alumno;DNI
Tiziano Valentin;Gonzalez;36169395;tiziano.valentin.gonzalez@gmail.com;+54923806289;Alumno;DNI
Santiago;Caceres;36185529;santiago.caceres@gmail.com;+54929737443;Alumno;DNI
Bianca;Fernandez;36187665;bianca.fernandez@hotmail.com;+54939745752;Alumno;DNI
Paloma;Vazquez;36200569;paloma.vazquez@gmail.com;+54933812923;Alumno;DNI
Luciano;Escobar;36219416;luciano.escobar@gmail.com;+54936120056;Alumno;DNI
Justina;Gutierrez;36227478;justina.gutierrez@gmail.com;+54931195095;Alumno;DNI
Juana;Fernandez;36234502;juana.fernandez@gmail.com;+54931081615;Alumno;DNI
Maria Paz;Rodriguez;36235580;maria.paz.rodriguez@gmail.com;+54936748872;Alumno;DNI
Nicolas;Lopez;36236123;nicolas.lopez@outlook.com;+54929131391;Alumno;DNI
Olivia;Villalba;36251602;olivia.villalba@yahoo.com;+54924856233;Alumno;DNI
Maite;Ramos;36257669;maite.ramos@gmail.com;+54921363807;Alumno;DNI
Olivia;Olivera;36279807;olivia.olivera@yahoo.com;+54923091902;Alumno;DNI
